Bankrupt,Operating.Gross.Margin,Operating.Expense.Rate,Research.and.development.expense.rate,Cash.flow.rate,Interest-bearing.debt.interest.rate,Tax.rate.(A),Cash.Flow.Per.Share,Realized.Sales.Gross.Profit.Growth.Rate,Operating.Profit.Growth.Rate,After-tax.Net.Profit.Growth.Rate,Continuous.Net.Profit.Growth.Rate,Total.Asset.Growth.Rate,Total.Asset.Return.Growth.Rate.Ratio,Cash.Reinvestment.%,Current.Ratio,Interest.Expense.Ratio,Debt.ratio.%,Long-term.fund.suitability.ratio.(A),Contingent.liabilities/Net.worth,Total.Asset.Turnover,Inventory.Turnover.Rate.(times),Fixed.Assets.Turnover.Frequency,Net.Worth.Turnover.Rate.(times),Operating.profit.per.person,Quick.Assets/Total.Assets,Current.Assets/Total.Assets,Cash/Total.Assets,Inventory/Working.Capital,Current.Liabilities/Liability,Retained.Earnings.to.Total.Assets,Total.income/Total.expense,Total.expense/Assets,Current.Asset.Turnover.Rate,Quick.Asset.Turnover.Rate,Cash.Turnover.Rate,Equity.to.Long-term.Liability,Cash.Flow.to.Total.Assets,Cash.Flow.to.Liability,CFO.to.Assets,Cash.Flow.to.Equity,Current.Liability.to.Current.Assets,No-credit.Interval,Degree.of.Financial.Leverage.(DFL),Interest.Coverage.Ratio.(Interest.expense.to.EBIT),Equity.to.Liability
0,0.906651652,-0.615759797,-0.356561856,1.306550373,-0.150673236,1.051456761,-0.021094693,-0.026205542,0.006716565,0.016285712,-0.005556595,0.336493668,-0.03243457,-0.00905567,0.664133798,-0.022601295,-0.312649749,-0.116176409,-0.227497604,-0.87151333,-0.663654506,3.237856388,-0.578092672,-0.062319412,-1.208112786,-1.587766516,-0.664789213,-0.027613004,-3.145114342,0.198530668,-0.021443445,-0.213924921,-0.422870022,-0.637086633,1.34442217,-0.248174376,-0.484749616,-0.229034846,0.06394516,-0.258369801,-0.781377077,0.000232796,-0.044915656,-0.011578646,-0.166788438
0,0.700445744,-0.615759797,-0.754994909,0.205674262,-0.150673236,-0.780558464,0.345640145,-0.019296666,0.054778643,0.053882221,0.000455068,0.092603386,0.035194635,0.362757848,-0.420769953,0.121612878,0.610700241,-0.1257306,-0.10443705,-0.154428174,-0.663654506,-0.407534434,-0.002152134,-0.194142527,-0.845565891,-1.033367656,-0.61948034,0.032046041,-1.278403937,0.062441558,-0.023212783,0.991349014,2.471111652,1.320498534,0.226034588,0.440275032,-0.111526554,-0.076977683,0.64543572,-0.065098818,0.351210988,-0.015730015,0.00347964,0.139318656,-0.491796988
0,-0.315462033,-0.586709665,-0.754994909,-0.172938925,-0.150673236,1.380261396,0.269964702,-0.019743842,0.015565122,0.020684036,-0.004724906,0.226571287,-0.011481077,0.515528449,-0.501012675,0.220683608,1.494533745,-0.127056987,-0.227497604,0.428203515,-0.663654506,-0.407534434,0.850597034,-0.070623231,-0.275180169,-0.300997451,-0.76516228,-0.363769813,-0.199284222,-0.027490879,-0.022827077,-0.021231263,2.7125727,1.418526319,-0.490274076,0.559902508,-0.133308807,-0.083821884,0.259392454,-0.076283132,0.727119519,-0.034146766,0.043664005,0.193020211,-0.649383605
0,0.244501568,-0.615759797,-0.279940115,-0.030880233,-0.150673236,-0.820479557,-0.158862807,-0.025208809,-0.09816545,0.01283056,-0.006263988,0.003291452,-0.03243457,0.054634609,-0.466983945,-0.172049048,0.615152802,-0.118042669,0.449775994,-0.991027522,1.418109072,2.103734799,-0.582557327,-0.290674413,-1.476630478,-1.71398663,-0.785910817,0.205869018,-2.331336928,-0.417189539,-0.035852773,0.016182416,-0.422870022,2.143337822,0.388217681,0.459615361,-0.113117716,-0.07743718,-0.094518618,-0.066132124,0.54767107,-0.020651271,-0.068652281,-0.210598236,-0.492818768
0,1.184342276,-0.615759797,-0.410197074,0.231083133,-0.150673236,0.8366087,0.134136984,-0.024240319,0.009568077,0.018614348,-0.004852154,0.377714561,-0.026654296,0.227200837,-0.509459277,0.039773171,-0.39168272,-0.125300346,-0.227497604,-0.318760189,-0.663654506,-0.021528051,-0.337001284,-0.148471527,-1.09428954,-1.495464796,-0.707025125,-0.118748598,-0.45030526,0.286162049,-0.022060344,0.857773826,1.839051851,1.234352904,0.043578607,-0.106423546,-0.203798708,-0.112248011,0.520836434,-0.116363731,0.777520431,-0.01616075,-0.036717892,0.0277479,-0.123179841
1,-0.559701476,2.002148016,-0.735494676,-0.445611816,-0.150673236,-0.820479557,-0.556643981,-0.019955663,0.04460649,0.001153358,-0.006163016,-1.657910523,-0.074702824,-0.482429362,-0.580009176,-0.143096033,1.956487024,-0.126885251,5.329905267,0.726988996,-0.663654506,-0.407534434,1.480113436,-0.191374587,-0.417923923,-0.241660716,-0.833640168,-0.078897654,0.498788812,-0.985744421,-0.036944956,0.857365574,-0.143059278,0.975916016,-0.695368113,-0.109912942,-0.432515152,-0.14056726,-0.82929719,-0.46035855,1.328719831,-0.057440201,-0.065104967,-0.167873311,-0.704855501
1,-0.504254999,-0.615759797,-0.754994909,-0.524673305,-0.150673236,-0.820479557,-0.583809524,0.039784757,0.016442204,-0.058327038,-0.003001594,0.326188445,-0.047391029,-0.429067236,-0.700304024,1.577129317,2.127354081,-0.130934752,-0.227497604,-0.766938411,-0.663654506,1.552875741,-0.028940066,-0.322505717,-1.461016877,-1.608177026,-0.813695118,-0.046896045,-0.850701005,-2.541607572,-0.031110005,-0.254796813,-0.422870022,1.269999372,-0.206453662,0.802482179,-0.068850843,-0.072481415,-1.006370257,0.02379709,3.600000184,-0.159344603,-0.164576837,0.793521503,-0.722384453
0,0.696321626,-0.615759797,-0.325913159,-0.26019005,-0.150673236,-0.820479557,-0.054081425,-0.02535826,0.014657143,0.040622982,-0.001668884,-1.68779567,0.110121437,0.132956438,-0.631796541,0.381516691,1.747216623,-0.128009757,0.356672902,-0.378517285,-0.663654506,-0.407534434,0.261262531,-0.191374587,-0.861325333,-1.159028225,-0.727979428,-0.047693564,-0.489985658,-1.009474885,-0.026094675,0.93907666,2.847506815,1.777961532,-0.054407012,-0.057301895,-0.165772763,-0.090428169,-0.067975513,-0.111357486,1.976656302,-0.027867987,9.193283405,0.343929928,-0.681350583
0,-0.282469088,-0.615759797,-0.754994909,-0.100912123,-0.150673236,-0.533773529,-0.125876076,-0.025041706,-0.553923957,0.020697267,-0.0045888,0.4395459,-0.026654296,0.06883582,-0.186480592,0.031662654,-0.938791243,-0.112199988,-0.227497604,-0.034913982,-0.663654506,-0.407534434,-0.296819386,-0.285484527,-0.278179,-0.653049177,-0.107955737,-0.023614418,0.80368272,0.096180543,-0.023152929,0.013241757,-0.422870022,2.327511237,2.148580009,-0.248174376,-0.428176708,-0.266013707,-0.048367567,-0.20926856,-0.214213886,-0.000863104,-0.031782261,0.047517476,0.331660136
0,-0.560159712,1.29518942,-0.754994909,-0.232471281,-0.150673236,-0.147627689,-0.131697263,-0.023919058,0.008279365,0.018604897,-0.003666178,0.226571287,-0.026654296,-0.139878944,-0.217809178,0.144628383,0.19828171,-0.112150659,-0.126464596,2.474884063,-0.663654506,-0.407534434,1.180981529,-0.140513701,0.391796638,0.461006552,-0.823834563,-0.009804026,0.289625967,0.005049587,-0.023901633,0.408394306,1.398740529,0.607569186,-0.749091262,-0.094865805,-0.1385302,-0.084264024,-0.096803308,-0.083684344,-0.16347877,-0.001675236,0.010476429,0.151216051,-0.378008079
0,0.404425706,-0.615759797,-0.226304896,-0.038124912,-0.150673236,-0.820479557,-0.19573033,-0.023218874,0.006908925,0.020941093,-0.00801151,-1.624590301,-0.021596557,-0.175597141,-0.450748468,0.063737453,0.171009769,-0.097775982,1.238362122,-0.692242041,-0.663654506,-0.407534434,-0.466476289,-0.23739158,-1.684447578,-1.978368642,-0.879662957,0.114821937,-2.733262836,0.139682796,-0.019713692,0.029173012,1.189237561,0.322397447,-0.82852719,0.588378385,-0.144148151,-0.086111992,-0.251468797,-0.08696353,0.473305587,-0.016424779,-0.024793789,0.071653778,-0.368928119
0,-0.055642588,-0.615759797,-0.754994909,-0.237721048,-0.150673236,3.08670664,-0.207372706,-0.026609177,0.005051106,0.007324621,-0.007063496,0.240311585,-0.038503858,-0.033154694,-0.291474627,0.28030356,0.623501356,-0.118751537,0.364309117,-0.378517285,-0.412854503,-0.407534434,-0.207526279,-0.07615911,-0.914257606,-0.851615966,-0.592130999,0.010045847,-1.633741992,-0.155999001,-0.025266552,-0.092293037,-0.422870022,1.733403448,0.634871136,0.303207754,-0.318002587,-0.134609841,-0.251004624,-0.203956006,-0.021152211,-0.014677482,0.057425666,0.205533007,-0.49477541
0,1.106900502,-0.615759797,-0.356561856,0.111703435,-0.150673236,1.34905036,0.064282729,-0.022636368,0.012178391,0.025690982,-0.004963754,0.844884678,-0.010614036,0.302940627,-0.347589145,0.031509626,0.101995063,-0.110449741,0.255346192,-0.184306722,1.933916962,-0.407534434,-0.229849556,0.21758846,-1.043146289,-1.114994636,-0.862424099,0.01590814,-1.329332816,-0.067092618,-0.021429399,0.868128855,-0.100448505,1.252176138,-0.701112097,0.286491507,-0.133746406,-0.082543102,0.274978553,-0.081072065,0.116167732,-0.014818817,-0.037771282,0.023185168,-0.345450167
0,-0.222898492,-0.615759797,-0.384145683,-0.344816292,-0.150673236,-0.820479557,-0.300511713,-0.025175859,0.002377004,0.025086141,-0.004028436,0.597559322,-0.017405858,-0.181191558,-0.518667458,0.032213557,-0.815789225,-0.081612692,-0.033361504,-1.215116634,1.350158332,2.290054774,-0.743284919,-0.241197497,-1.418147277,-1.744567732,-0.503550274,-0.138064952,-0.47579673,0.288267455,-0.005113869,-0.729185842,-0.422870022,-0.637086633,-0.838291964,-0.117100955,-0.079911768,-0.049089452,-0.44229338,-0.058515777,0.835511596,-0.073769769,-0.03092661,0.050697996,0.197383486
0,-0.481343231,0.921643612,-0.709404973,-0.028150355,-0.150673236,0.055606963,0.207872031,-0.019280191,0.023564505,0.042006555,6.00900750320234e-06,0.46359142,-0.001654611,0.215581664,-0.484707963,0.064135328,0.45374744,-0.124655422,-0.227497604,0.891321011,-0.663654506,-0.407534434,0.493424608,0.490576484,-0.955738914,-0.835317913,-0.760228059,1.497621491,-0.206214607,0.14977388,-0.012044187,-0.405595004,1.334824369,0.268927746,-0.535888071,0.134440774,-0.081496288,-0.067507914,0.427203773,-0.047227094,0.636752577,-0.111146,-0.023796115,0.074785207,-0.452611913
0,1.76767588,-0.615759797,-0.754994909,0.041251563,-0.150673236,1.976900269,-0.019154297,-0.023054125,0.013136204,0.039229959,0.001334881,0.576948875,-0.010108262,0.192343319,-0.239168004,0.013329825,-0.408379826,-0.121264548,-0.227497604,-0.1394889,0.812729753,-0.407534434,-0.28342542,-0.20313833,-0.658673947,-0.61132718,-0.287341037,-0.00055234,-0.209915991,0.022331827,-0.024381613,2.009462948,-0.422870022,1.902724168,1.722849389,-0.184917852,-0.149645884,-0.088532246,0.250119337,-0.089670612,-0.125816426,-0.013081244,-0.039673364,0.014606671,-0.113361083
0,0.145522732,-0.615759797,-0.754994909,-0.444246876,-0.150673236,0.973066253,-0.60515388,-0.024355643,0.005670047,0.040367815,-0.004046741,0.594124247,-0.019645714,-0.357630843,-0.5233754,0.278803879,1.615866052,-0.126007387,-0.227497604,-0.692242041,-0.663654506,3.083939887,-0.171809037,-0.167847102,0.090716683,-0.341427601,-0.179893761,-0.076328878,-0.136213991,0.173727405,-0.023929488,-0.24899735,-0.422870022,-0.637086633,-0.838291964,0.45109558,-1.014324549,-0.265173341,-0.74778215,-0.998708253,0.866412098,-0.029933321,0.07831636,0.221057631,-0.665287547
0,0.730231042,-0.615759797,-0.691781973,-0.190263155,-0.150673236,-0.820479557,-0.201551518,-0.018842429,0.043695521,0.03417954,-0.002030552,0.315883222,0.007955094,0.00729724,-0.599117883,-1.184027328,0.752625646,-0.119299631,0.402490196,-0.9462097,1.909207602,2.196894787,-0.537910774,-0.17753489,-1.513063627,-1.796669034,-0.791371415,-0.062935669,-1.878311044,-0.516541086,-0.029522206,-0.016828316,-0.422870022,1.855195544,0.290232062,0.392849919,-0.151620884,-0.088111998,-0.19442731,-0.092222982,1.534723199,-0.029600457,-0.110459149,-26.12283315,-0.523496235
0,1.17609404,-0.615759797,-0.42322277,0.230558157,-0.150673236,1.717776087,0.192348863,-0.024591,0.011302306,0.019903414,-0.004561638,0.319318296,-0.026437536,0.213429966,-0.543384155,0.037936828,-0.400031273,-0.125132264,-0.227497604,-0.363578011,-0.663654506,3.177099875,-0.359324561,-0.116986216,-1.059151792,-1.487503364,-0.65292827,-0.057876414,-0.015386183,0.2748991,-0.022169407,0.719994511,1.949129682,1.385850391,0.33415665,-0.193741727,-0.069565931,-0.053252078,0.645838432,-0.05030701,1.009254732,-0.017933334,-0.034874115,0.035431663,-0.118385849
0,0.087326842,-0.615759797,-0.076892501,0.095744143,-0.150673236,1.22638373,-0.07542578,-0.024619242,0.008267404,0.013378697,-0.005650186,0.686871256,-0.056856228,0.128653041,0.003948749,0.023429714,-1.131921108,-0.118528646,-0.227497604,-0.049853256,2.276759332,-0.407534434,-0.332536629,0.06638977,-0.364217965,-0.423905245,-0.072982275,-0.015787115,0.966014255,0.108043102,-0.017574961,-0.161218852,-0.422870022,2.312658542,2.429021608,-0.248174376,0.063434888,0.070002351,0.166904615,-0.001423914,-0.441117221,0.030234505,-0.037513814,0.024312404,0.60737963
0,-0.275137322,-0.615759797,-0.573018274,-0.016495872,-0.150673236,1.138557327,-0.044379445,-0.023968483,0.016867788,0.020171812,-0.003707511,0.542598131,-0.033301611,0.091643825,-0.217982264,0.042864349,-0.357731936,-0.108492132,0.052692774,-0.453213656,-0.485438248,-0.407534434,-0.403971114,-0.201408368,-0.870049076,-0.6425388,-0.829498894,0.007239714,-0.486134521,0.065404523,-0.015077867,-0.497513645,-0.422870022,2.232453991,-0.483516447,-0.164835825,-0.129907472,-0.079975587,0.11684324,-0.079892961,-0.163208395,-0.012817621,-0.032522598,0.044709877,-0.142421283
1,-0.697630317,1.937317751,-0.754994909,-0.320667364,-0.150673236,-0.820479557,-0.242299834,0.003237497,0.015875091,0.02147978,-0.004357628,0.164739948,-0.022752611,-0.075758326,-0.640693167,-0.519117964,1.786176538,-0.120789533,0.930857587,-0.991027522,1.544744542,-0.183950464,-0.421829735,-0.311433959,-1.553937338,-1.673691303,-0.852960584,-0.061284227,-1.745852514,-0.527105596,-0.041012804,-0.487557187,-0.422870022,1.813607999,-0.365257941,1.754616609,-0.151482472,-0.087572168,-0.358611584,-0.095391455,2.122478612,-0.512459433,-0.091560169,-0.85519778,-0.685916929
1,-0.669219726,-0.401819925,-0.702892125,-0.374844958,-0.150673236,-0.820479557,-0.317975276,-0.024935796,0.019077435,0.035829621,-0.003224204,-0.003578697,-0.006640098,-0.157092533,-0.657724841,0.702662558,2.245346967,-0.126274127,3.031110622,-0.034913982,-0.663654506,-0.407534434,1.091688422,-0.258151125,-0.718003223,-0.881572071,-0.747561693,-0.047501975,0.291685162,-0.836708494,-0.02859017,-0.3347634,2.446255368,1.305645839,-0.331469796,0.271828577,-0.13903457,-0.085228301,-0.480743745,-0.0785565,2.443477833,-0.124498036,-0.297793652,0.474094805,-0.733684503
1,-0.385113807,-0.615759797,-0.710937408,-0.569716304,-0.150673236,-0.820479557,-0.814716644,-0.018674149,-0.030486645,-0.196319514,-0.059947057,0.600994396,-0.753812764,-2.421970479,-0.57796676,-0.031629984,3.829902374,-0.130200306,-2.508670213,1.503831248,-0.663654506,-0.407534434,3.40884454,-0.922456583,0.821337219,0.375994331,0.612717113,-0.048549834,-0.036472745,-3.559751319,-0.042880233,6.315885736,2.286464969,1.635375662,1.92895707,-4.707657454,1.174550364,0.085050025,-1.703435618,-5.792104059,1.308335901,-0.021131402,-0.046837387,-0.022243546,-0.842286019
1,-0.758117384,-0.615759797,-0.754994909,-0.485720035,-0.150673236,-0.820479557,-0.643961799,-0.023518953,0.003921864,0.024556906,-0.004094275,-0.278384648,-0.012348118,-0.630035885,-0.633492785,-0.09143357,1.990437808,-0.129948183,-0.227497604,0.069660937,-0.663654506,-0.407534434,0.703263408,-0.966743613,-0.859443728,-0.699173045,-0.536292588,-0.06063552,0.467735045,-0.751966536,-0.035164782,1.43033635,2.353932026,0.806595296,0.246307474,-0.248174376,-0.511988824,-0.15499744,-1.028119578,-0.57490391,2.00325465,-0.046512561,-0.05767561,-0.096688544,-0.708486995
0,0.646373972,-0.615759797,-0.279940115,-0.300088278,-0.150673236,-0.820479557,-0.193789934,-0.023816678,0.0140691,0.043505425,-0.00104711,0.236876511,-0.001799118,-0.030572656,-0.579870707,0.302890584,1.648147124,-0.12701314,0.575773554,-0.229124545,-0.663654506,-0.407534434,0.323767705,-0.202100352,-0.892563987,-1.181850467,-0.676419212,-0.060161326,-1.137514905,-1.193382671,-0.025748319,0.996043277,2.403644595,1.442290631,0.087503195,0.293421145,-0.170129176,-0.091427756,-0.269839777,-0.114632062,1.327060838,-0.021511313,0.303744116,0.289173924,-0.669343625
0,-0.456598522,2.076239746,-0.728981828,-0.279614187,-0.150673236,0.405460901,-0.143339639,-0.024370942,0.009058771,0.012900495,-0.005879882,0.288402626,-0.04276681,-0.232832324,-0.43240134,0.077173366,0.519422725,-0.114777856,0.201892682,0.891321011,-0.663654506,-0.407534434,0.399666846,-0.132555875,-0.698708138,-0.431350935,-0.778240757,0.094122682,0.020057622,0.067207288,-0.022205747,-0.039718641,1.828399158,0.509541401,-0.58488088,0.034347473,-0.089331999,-0.070234923,-0.208505267,-0.05139938,0.396357063,-0.027921588,-0.022117248,0.079896674,-0.469570367
0,-0.208693196,-0.615759797,-0.754994909,-0.006836301,-0.150673236,2.73032016,-0.184087955,-0.022985871,0.017481745,0.012314555,-0.005898777,0.226571287,-0.030194714,0.008157919,0.212171342,0.022052457,-1.320041841,-0.109913522,-0.227497604,-0.06479253,-0.663654506,-0.407534434,-0.337001284,-0.258497118,-0.302313813,-0.672172347,-0.184963636,-0.027137031,0.292936389,0.28609145,-0.025535688,0.081384431,-0.422870022,2.232453991,1.814077379,-0.248174376,-0.130488244,-0.073496201,-0.124657942,-0.081579121,-0.594748689,0.005555466,-0.039393382,0.015897867,0.995901577
0,0.707777509,-0.615759797,-0.494864098,-0.321612322,-0.150673236,-0.820479557,-0.271405773,-0.020575826,0.030594114,0.054660953,-7.55E-05,-1.859343285,0.011278752,-0.096844973,-0.459437391,0.164430287,0.713665731,-0.108389821,0.047112463,-0.557788574,-0.663654506,-0.407534434,-0.301284041,-0.118370185,-0.971166351,-1.211008032,-0.596722501,0.09684033,-1.456648148,-0.113760083,-0.023964596,0.402787801,-0.422870022,2.256218302,0.989646653,0.498042093,-0.077443325,-0.068097256,-0.380604823,-0.040546875,0.512245094,-0.017492536,0.06388333,0.210727172,-0.515152201
0,-0.126210833,-0.615759797,-0.754994909,-0.40182876,-0.150673236,-0.820479557,-0.352902404,-0.024132055,0.006944805,0.022101631,-0.004321018,-1.658597538,-0.026582043,-0.190659031,-0.463764543,-0.576136428,0.829432336,-0.121159497,0.257108396,-0.453213656,2.193365242,-0.407534434,-0.21645559,-0.194834512,-0.960686333,-0.990870078,-0.615320556,0.190505687,-1.114655633,-0.193093953,-0.028686565,-0.101850631,-0.422870022,1.878959856,0.658522837,0.184568284,-0.456439724,-0.167236739,-0.54014343,-0.313979461,0.532477942,-0.025181293,-0.10611112,-4.187810156,-0.539465746
0,-0.456598522,-0.615759797,-0.462299858,-0.183543454,-0.150673236,-0.118594167,-0.22483627,-0.024288567,0.006638823,0.032695791,-0.004032865,0.357104114,-0.022174584,-0.084365121,0.231522369,0.094618629,-0.235286489,-0.116570123,0.189557257,0.069660937,-0.663654506,-0.407534434,-0.14948576,-0.214902072,-0.391257909,-0.336447908,-0.236339137,-0.01564373,-1.684940665,-0.033844899,-0.023512802,-0.346213729,-0.422870022,1.858166083,1.449165418,0.00475414,0.21793922,0.059758392,-0.263884611,0.099121561,-0.605985122,0.011781645,-0.012556153,0.105694721,-0.205971101
