y,x37,x49,x51,x58,x62,x69,x73,x75,x81,x82,x86
0,-0.441774039,-0.328071973,-0.087922852,-0.070611996,-0.09109537,0.528103834,0.678795724,-0.013538256,0.303163318,-0.035838582,1.124155276
0,-0.763471624,-0.515587497,-0.243619444,-0.070611996,-0.09109537,-0.483097847,0.300368506,-0.013538259,-0.548980455,-0.035838582,-0.32100357
1,1.320883837,0.555929783,-0.492387998,-0.070611996,-0.09109537,1.054904054,-0.75787618,-0.013538261,0.487770008,-0.035838582,-0.248206042
0,1.581358698,0.404131501,-0.167155117,-0.070611996,-0.09109537,1.95165756,0.046957422,-0.013538257,0.623632965,-0.035838582,0.632629682
0,0.471001116,0.716657374,-0.207982224,-0.070611996,-0.09109537,-0.18375227,-0.647388947,-0.013538259,0.325869164,-0.035838582,-0.636761268
0,0.310708894,-0.381647837,-0.265416966,-0.070611996,-0.09109537,-0.215425578,-0.819877425,-0.013538259,0.44276158,-0.035838582,-0.108148765
0,0.853364855,-0.301284041,-0.164733171,-0.070611996,-0.09109537,0.366610903,1.89854774,-0.013538259,1.306345821,-0.035838582,0.759499684
0,0.879523655,-0.127162483,-0.311779951,-0.070611996,-0.09109537,-0.254083742,0.492960929,-0.013538258,0.109749136,-0.035838582,-0.40498618
0,-0.011545262,-0.051263343,-0.26022708,-0.070611996,-0.09109537,-0.292094873,-0.58724605,-0.013538258,-0.556452206,-0.035838582,-0.573413889
0,-0.393909,-0.252172833,-0.495847922,-0.070611996,-0.09109537,-0.56967072,0.712583868,-0.013538258,0.000497046,-0.035838582,-0.980267214
0,-0.168498063,-0.158415071,0.22762224,-0.070611996,-0.09109537,0.787215213,-0.669689123,-0.013538259,-0.321306122,-0.035838582,0.796938907
0,0.219987949,-0.042334032,-0.218707989,-0.070611996,-0.09109537,0.580596957,0.03006335,-0.013538259,-0.198664308,-0.035838582,0.111532931
0,-0.048835466,1.167587563,0.381242877,-0.070611996,-0.09109537,-0.533119885,-0.539942648,-0.013538257,-0.127848149,-0.035838582,-0.708190193
0,-0.373872473,-0.167344381,-0.170269049,-0.070611996,-0.09109537,2.344308345,1.442407789,-0.013538256,0.029065416,-0.035838582,1.887778077
0,-0.402814124,0.198757356,-0.075467125,-0.070611996,-0.09109537,0.120833818,0.063851494,-0.01353826,-0.637370482,-0.035838582,-0.322221108
0,1.518466264,-0.024475411,-0.228049784,-0.070611996,-0.09109537,-0.217666479,-0.838291964,-0.013538258,0.144486721,-0.035838582,-0.173912175
0,0.877297374,0.658616855,-0.064741359,-0.070611996,-0.09109537,-0.11761638,-0.284166394,-0.013538257,0.661635778,-0.035838582,-0.332971653
0,0.846686012,-0.546840085,-0.324927664,-0.070611996,-0.09109537,-0.215245407,0.175352371,-0.013538258,1.349200789,-0.035838582,0.509403613
0,-0.782951582,-0.296819386,-0.083078958,-0.070611996,-0.09109537,0.589050564,1.604590883,-0.013538257,-0.018936947,-0.035838582,0.953751379
0,-0.588152006,-0.55130474,-0.269222883,-0.070611996,-0.09109537,-0.502353258,0.756508456,-0.013538259,-0.4993555,-0.035838582,-0.434255039
1,1.529041098,-0.381647837,-0.011112533,-0.070611996,-0.09109537,-0.827145409,0.043578607,-0.013538255,1.80390834,-0.035838582,-0.652498245
0,0.390855005,-0.537910774,0.060507899,-0.070611996,-0.09109537,-0.67830457,0.459172785,-0.013538258,0.320610867,-0.035838582,-0.037818617
0,0.337424264,-0.408435769,-0.068201284,-0.070611996,-0.09109537,-0.571002366,0.026684535,-0.013538258,0.339980918,-0.035838582,-0.114465447
0,-0.361627928,-0.587021983,-0.464708604,-0.070611996,-0.09109537,-0.396539584,1.540393408,-0.01353826,0.406732166,-0.035838582,-0.7722747
0,0.036876347,-0.176273692,-0.207636231,-0.070611996,-0.09109537,-0.193207397,-0.186180775,-0.013538257,-0.125982366,-0.035838582,-0.255709197
0,-1.582742983,-0.524516808,-0.393780156,-0.070611996,-0.09109537,-0.456975862,0.503097372,-0.013538259,-0.800799644,-0.035838582,-0.817200926
0,-1.192587261,-0.301284041,-0.230471731,-0.070611996,-0.09109537,-0.418894408,0.553779589,-0.013538257,-0.688394976,-0.035838582,-0.593897397
0,-0.959940911,-0.024475411,-0.095534685,-0.070611996,-0.09109537,0.049562695,-0.378773199,-0.013538258,-0.476878127,-0.035838582,-0.410415951
0,0.520535865,-0.278960765,0.569462757,-0.070611996,-0.09109537,-0.281869084,2.45267331,-0.013538258,-0.039806138,-0.035838582,-0.297659547
0,-0.047165755,-0.645062502,-0.231163716,-0.070611996,-0.09109537,-0.620889234,-0.838291964,-0.01353826,-0.162919324,-0.035838582,-0.479936612
0,-0.165158641,-0.395041803,-0.203830315,-0.070611996,-0.09109537,-0.312822451,-0.838291964,-0.013538259,-0.088700009,-0.035838582,-0.159472157
0,0.45430401,-0.412900425,-0.478202308,-0.070611996,-0.09109537,0.463647069,0.651765208,-0.013538257,2.098922618,-0.035838582,-1.376525584
0,0.743163952,-0.274496109,-0.216978027,-0.070611996,-0.09109537,0.159544813,0.692310982,-0.013538258,0.800855881,-0.035838582,-0.07873032
0,0.041885479,-0.158415071,-0.344649232,-0.070611996,-0.09109537,-0.443229403,1.003161911,-0.013538257,-0.051629118,-0.035838582,-0.844066089
0,-0.668298117,-0.314678007,-0.231855701,-0.070611996,-0.09109537,-0.164443431,0.057093865,-0.013538257,-0.367130665,-0.035838582,-0.102573317
0,-0.382221026,-0.229849556,-0.250885285,-0.070611996,-0.09109537,-0.304644786,-0.838291964,-0.013538259,-0.409260724,-0.035838582,-0.247570693
0,-0.454018584,-0.622739225,-0.08480892,-0.070611996,-0.09109537,-0.78372172,-0.838291964,-0.013538256,-1.06024877,-0.035838582,0.343169164
0,0.473783967,-0.448617667,-0.059205481,-0.070611996,-0.09109537,-0.671620145,-0.294302838,-0.013538257,0.613030944,-0.035838582,-0.177253201
0,0.202734272,-0.493264221,-0.245003413,-0.070611996,-0.09109537,-0.48496226,-0.838291964,-0.013538259,0.975901341,-0.035838582,-0.320851697
0,-0.556427504,-0.078051275,-0.022184291,-0.070611996,-0.09109537,-0.423581254,-0.838291964,-0.013538256,-0.441010856,-0.035838582,-0.162816647
0,0.581202019,0.390737535,-0.134631829,-0.070611996,-0.09109537,0.086142497,0.317262578,-0.013538257,0.195239332,-0.035838582,-0.144386517
0,-0.489082508,-0.390577148,-0.020108337,-0.070611996,-0.09109537,-0.316211813,-0.723750154,-0.013538258,-0.602716235,-0.035838582,0.254152127
0,-0.036034351,0.122858215,-0.124598049,-0.070611996,-0.09109537,0.245873102,0.023305721,-0.013538258,-0.302090901,-0.035838582,0.15925781
0,-0.108388479,0.323767705,-0.2501933,-0.070611996,-0.09109537,0.413791678,0.753129642,-0.013538258,0.220689775,-0.035838582,-0.479704185
1,0.896777332,-0.189667658,-0.327349611,-0.070611996,-0.09109537,-0.282316749,-0.399046085,-0.013538257,0.995626575,-0.035838582,-0.674491219
0,0.125927582,-0.453082323,0.423107961,-0.070611996,-0.09109537,-0.720074631,-0.409182529,-0.013538258,-0.194219925,-0.035838582,-0.134526993
0,0.327406,-0.421829735,0.010684989,-0.070611996,-0.09109537,-0.671940169,-0.505816622,-0.013538259,-0.272569576,-0.035838582,-0.133655474
0,-0.457358005,-0.542375429,0.004803118,-0.070611996,-0.09109537,-0.676851213,-0.627116061,-0.01353826,-0.540233987,-0.035838582,-0.37789496
0,0.696412054,-0.104839207,-0.252269254,-0.070611996,-0.09109537,-0.495083179,-0.439591859,-0.013538258,-0.284091112,-0.035838582,-0.598965317
0,-0.922650706,-0.466476289,0.005495103,-0.070611996,-0.09109537,-0.638987478,-0.802814412,-0.01353826,-0.385044565,-0.035838582,-0.381356603
0,-0.069428564,-0.08251593,-0.272682807,-0.070611996,-0.09109537,-0.414087681,-0.777473304,-0.013538258,-0.544352102,-0.035838582,-0.648727412
0,-0.393909,-0.167344381,1.089835365,-0.070611996,-0.09109537,-0.659934016,-0.564945875,-0.01353826,0.399549424,-0.035838582,-0.474355422
0,-0.819128646,0.212151322,1.260409631,-0.070611996,-0.09109537,-0.186414105,0.202382887,-0.013538259,-0.626895618,-0.035838582,-0.223779665
0,1.628110597,0.011241832,0.129706384,-0.070611996,-0.09109537,0.260995809,-0.685231669,-0.013538258,0.625037447,-0.035838582,-0.585780522
0,-0.629894772,-0.604880604,-0.022876276,-0.070611996,-0.09109537,-0.806040307,-0.599747664,-0.01353826,-0.772082977,-0.035838582,-0.401885742
0,-0.47071569,-0.328071973,-0.118024193,-0.070611996,-0.09109537,-0.238239986,1.439028975,-0.013538259,-0.608182549,-0.035838582,-0.149148642
0,-0.131764428,-0.479870255,-0.312471936,-0.070611996,-0.09109537,-0.495204398,-0.426076601,-0.013538258,1.772254163,-0.035838582,-0.621653115
0,-0.047722326,-0.265566799,-0.050901662,-0.070611996,-0.09109537,-0.229733982,0.361187166,-0.013538258,0.321953422,-0.035838582,0.314164451
0,0.149860101,-0.153950415,-0.371982634,-0.070611996,-0.09109537,-0.643717151,1.814077379,-0.013538259,-0.278199782,-0.035838582,-0.929403286
0,-0.203561986,-0.323607318,-0.23600761,-0.070611996,-0.09109537,-0.287470183,0.317262578,-0.013538258,-0.538607489,-0.035838582,-0.097217611
0,-0.672750679,-0.274496109,-0.225627837,-0.070611996,-0.09109537,-0.276672564,-0.838291964,-0.013538259,-0.509781225,-0.035838582,-0.255374602
0,-0.402257554,-0.613809915,-0.259535095,-0.070611996,-0.09109537,-0.787548421,0.357808351,-0.013538256,-1.019457891,-0.035838582,-0.47638631
0,0.169340059,-0.359324561,0.457015219,-0.070611996,-0.09109537,-0.773561472,-0.715978881,-0.013538258,-0.368455717,-0.035838582,-0.124075777
0,-0.093917654,-0.399506459,-0.133939845,-0.070611996,-0.09109537,-0.423535104,-0.209832476,-0.013538259,0.268639767,-0.035838582,-0.277338749
0,-0.517467589,-0.095909896,0.004803118,-0.070611996,-0.09109537,-0.48440237,1.682303615,-0.013538256,-0.082017975,-0.035838582,-0.188424113
0,0.008491266,0.082676317,-0.09761064,-0.070611996,-0.09109537,-0.305816319,0.580810105,-0.013538258,-0.150717788,-0.035838582,-0.248294706
0,-0.423963792,-0.377183182,0.05358805,-0.070611996,-0.09109537,-0.531291681,1.80731975,-0.013538259,-0.331462094,-0.035838582,0.124774332
1,1.40659565,0.096070283,-0.298286247,-0.070611996,-0.09109537,-0.507512699,0.415248197,-0.01353826,0.541895327,-0.035838582,-0.653956013
0,0.035763207,-0.41736508,0.049782133,-0.070611996,-0.09109537,-0.741007947,-0.010482424,-0.013538259,-0.185936695,-0.035838582,-0.289295096
0,-0.194100293,-0.412900425,0.168457535,-0.070611996,-0.09109537,-0.55791384,-0.838291964,-0.013538261,-0.667076799,-0.035838582,-0.47892227
0,0.68695036,-0.131627139,-0.16750111,-0.070611996,-0.09109537,-0.059615994,1.077495829,-0.013538259,-0.537856121,-0.035838582,-0.462713182
0,0.106447624,-0.274496109,-0.217670012,-0.070611996,-0.09109537,-0.405467398,1.172102633,-0.013538259,-0.338273291,-0.035838582,-0.31713566
0,-1.34341779,-0.337001284,0.231774149,-0.070611996,-0.09109537,-0.702876816,0.452415156,-0.01353826,-0.754654954,-0.035838582,-0.4186233
0,0.251155881,0.288050463,-0.15331542,-0.070611996,-0.09109537,-0.304629258,-0.304439281,-0.013538259,-0.85831213,-0.035838582,-0.637427979
0,-0.251983595,0.069282351,-0.257113148,-0.070611996,-0.09109537,-0.677393226,0.36456598,-0.01353826,0.303246218,-0.035838582,-0.898977157
0,0.698081765,0.171969424,-0.186184701,18.83768756,-0.09109537,-0.587256506,-0.815180873,-0.013538258,0.441356821,-0.035838582,-0.808929712
0,-0.824137778,-0.537910774,0.314812332,-0.070611996,-0.09109537,-0.832439705,-0.361879126,-0.01353826,-0.45487037,-0.035838582,-0.357857228
0,-0.591491427,-0.390577148,-0.126674004,-0.070611996,-0.09109537,-0.451946698,2.266838515,-0.013538259,-0.669574703,-0.035838582,-0.182768488
0,-0.553644653,-0.609345259,-0.423881497,-0.070611996,-0.09109537,-0.401599861,-0.635900978,-0.01353826,1.485565133,-0.035838582,-0.782700095
0,-0.159036369,-0.354859905,-0.066125329,-0.070611996,-0.09109537,-0.275364851,-0.203074847,-0.013538258,0.27425302,-0.035838582,0.306986639
0,-0.293726361,-0.337001284,0.629665439,-0.070611996,-0.09109537,-0.81410834,-0.317954539,-0.013538258,-0.196747095,-0.035838582,-0.303384463
0,-0.106718769,-0.265566799,-0.101762549,-0.070611996,-0.09109537,-0.311752242,-0.779838474,-0.013538259,0.4516416,-0.035838582,-0.328558575
0,-0.885360502,-0.033404721,-0.013188488,-0.070611996,-0.09109537,-0.398221099,0.269959175,-0.013538256,-0.304973379,-0.035838582,-0.261675676
0,0.575636317,0.05142373,-0.082386973,-0.070611996,-0.09109537,-0.282635792,-0.233484177,-0.013538259,0.142728588,-0.035838582,-0.224926629
0,-0.643252458,-0.278960765,0.011722967,-0.070611996,-0.09109537,-0.266776431,0.884903405,-0.013538259,-0.268934793,-0.035838582,0.012763001
0,0.273418689,0.154110803,-0.139129731,-0.070611996,-0.09109537,0.019516402,0.722720312,-0.013538259,-0.201173034,-0.035838582,-0.078403988
0,0.143181259,0.444313399,-0.115256254,-0.070611996,-0.09109537,0.010683615,0.837600003,-0.013538259,0.189488539,-0.035838582,-0.351447025
1,0.947425222,-0.444153012,-0.325273656,-0.070611996,-0.09109537,-0.352950081,-0.838291964,-0.01353826,0.304932999,-0.035838582,-0.660888431
1,1.136659095,-0.560234051,-0.198294436,-0.070611996,-0.09109537,-0.486131725,-0.064543455,-0.013538258,0.288089434,-0.035838582,-0.372652237
1,1.618092333,-0.55130474,-0.123906064,-0.070611996,-0.09109537,-0.499917583,0.574052476,-0.013538259,0.504404394,-0.035838582,-0.201155301
0,0.071940271,-0.426294391,-0.333231482,-0.070611996,-0.09109537,-0.643819477,-0.483516447,-0.013538257,0.651041352,-0.035838582,-0.850950846
0,0.320727158,-0.524516808,-0.482354217,-0.070611996,-0.09109537,-0.803638563,0.128048969,-0.013538255,1.351539195,-0.035838582,-1.317047874
0,0.239467906,-0.658456468,-0.275450747,-0.070611996,-0.09109537,-0.302501893,-0.838291964,-0.013538258,0.115012826,-0.035838582,-0.749219434
0,-0.64881816,-0.609345259,-0.251923262,-0.070611996,-0.09109537,-0.474601854,0.165215928,-0.01353826,0.561953505,-0.035838582,0.072636132
0,-0.883690791,-0.604880604,-0.672304059,-0.070611996,-0.09109537,-0.394733533,-0.838291964,-0.013538257,-0.243620627,-0.035838582,-1.449389227
0,0.077505973,-0.680779745,-0.251577269,-0.070611996,-0.09109537,-0.83003895,-0.838291964,-0.013538256,1.975903397,-0.035838582,-0.52550144
0,-0.293726361,-0.359324561,-0.315585868,-0.070611996,-0.09109537,-0.785409454,-0.787271866,-0.013538257,-0.550252304,-0.035838582,-0.857597279
0,0.27397526,-0.381647837,-0.325619648,-0.070611996,-0.09109537,-0.717010124,-0.838291964,-0.013538257,0.111994494,-0.035838582,-0.858144564
0,-1.018380784,-0.636133191,-0.283754565,-0.070611996,-0.09109537,-0.751737866,-0.754835247,-0.013538257,-0.152798638,-0.035838582,-0.912327522
0,-0.427859784,-0.560234051,-0.145011602,-0.070611996,-0.09109537,-0.745295697,2.401991093,-0.013538256,0.049582867,-0.035838582,-0.350153494
0,-0.189091161,-0.341465939,-0.219745966,-0.070611996,-0.09109537,-0.45572809,-0.051028197,-0.013538256,-0.135234783,-0.035838582,-0.339785388
0,-0.422294082,-0.453082323,-0.191374587,-0.070611996,-0.09109537,-0.688957848,0.837600003,-0.013538256,0.898230588,-0.035838582,-0.359106535
0,-0.631564483,-0.323607318,0.327268059,-0.070611996,-0.09109537,-0.561729626,0.209140515,-0.01353826,-0.472091976,-0.035838582,0.525177331
0,-0.192430582,-0.55130474,-0.221129936,-0.070611996,-0.09109537,-0.447099654,0.18211,-0.013538259,-0.144664119,-0.035838582,-0.487751569
0,0.371375047,-0.229849556,-0.240159519,-0.070611996,-0.09109537,-0.079201265,1.834350265,-0.013538256,0.301575986,-0.035838582,-0.318765445
0,-0.10894505,-0.546840085,-0.111796329,-0.070611996,-0.09109537,-0.694190788,0.161837113,-0.013538255,0.516419823,-0.035838582,-0.22731781
0,0.84056374,-0.412900425,-0.222167913,-0.070611996,-0.09109537,0.095085377,-0.549065447,-0.013538258,1.725935706,-0.035838582,-0.583364267
0,-0.850853148,-0.444153012,-0.079273041,-0.070611996,-0.09109537,-0.456090802,1.168723819,-0.013538258,0.382163709,-0.035838582,0.272350504
0,-1.255479696,-0.265566799,-0.041559867,-0.070611996,-0.09109537,-0.314277007,-0.75551101,-0.013538259,-0.720678174,-0.035838582,-0.1359524
0,0.756521637,0.221080633,-0.206598254,-0.070611996,-0.09109537,-0.172017677,-0.550754854,-0.013538259,0.003086807,-0.035838582,-0.277812679
0,-0.618763368,-0.292354731,-0.076851094,-0.070611996,-0.09109537,-0.268795848,1.28360351,-0.013538256,-0.232892053,-0.035838582,0.140862409
0,-1.347870352,-0.649527157,-0.165425155,-0.070611996,-0.09109537,-0.799610736,-0.098331599,-0.013538255,-0.070216049,-0.035838582,0.019307486
0,-0.541400108,-0.341465939,-0.159197292,-0.070611996,-0.09109537,-0.61508389,-0.566635282,-0.013538256,0.678399044,-0.035838582,-0.112929082
0,-1.675133639,-0.497728876,-0.157813322,-0.070611996,-0.09109537,-0.650807333,2.212777484,-0.013538258,-0.814047596,-0.035838582,-0.313639426
0,1.453904119,0.216615977,-0.159197292,-0.070611996,-0.09109537,0.071619038,-0.663269375,-0.013538257,0.746709805,-0.035838582,0.096257017
0,2.342746755,5.025049771,-0.227703792,-0.070611996,-0.09109537,0.602364627,-0.091573971,-0.013538261,0.400249435,-0.035838582,-0.514322101
0,0.394750997,-0.21645559,-0.124252057,-0.070611996,-0.09109537,-0.506904149,0.070609123,-0.013538256,0.757487557,-0.035838582,-0.314868176
0,-0.539173827,0.05142373,-0.176150921,-0.070611996,-0.09109537,-0.429893356,-0.605153767,-0.013538258,-0.377588568,-0.035838582,-0.44325323
0,-0.068315424,0.328232361,-0.08480892,-0.070611996,-0.09109537,-0.491635973,-0.794367376,-0.013538259,-0.319215666,-0.035838582,-0.344201655
0,1.365966025,-0.198596969,-0.182378784,-0.070611996,-0.09109537,-0.769713669,-0.358500312,-0.013538254,1.438330052,-0.035838582,-0.49389419
0,-0.166271782,-0.0155461,-0.155391375,-0.070611996,-0.09109537,0.033673924,0.567294847,-0.013538258,-0.437614112,-0.035838582,0.052116276
1,1.261330824,-0.296819386,-0.341881292,-0.070611996,-0.09109537,-0.407291291,-0.666310308,-0.013538258,2.847225137,-0.035838582,-0.91685252
1,1.419953336,-0.332536629,-0.393434164,-0.070611996,-0.09109537,-0.348965776,-0.55920189,-0.013538257,1.741196397,-0.035838582,-0.854654634
1,0.344659677,-0.604880604,-0.218707989,-0.070611996,-0.09109537,-0.802201835,0.222655773,-0.013538255,1.045855887,-0.035838582,-0.370481202
1,1.589707252,-0.011081445,-0.614177332,-0.070611996,-0.09109537,1.490146776,-0.051028197,-0.013538256,1.496727789,-0.035838582,-0.353992347
1,1.152799632,-0.497728876,-0.547400793,-0.070611996,-0.09109537,-0.276249912,-0.304439281,-0.01353826,1.511691174,-0.035838582,-0.815572255
0,0.768766182,-0.533446119,-0.293788345,-0.070611996,-0.09109537,-0.75507964,-0.838291964,-0.013538259,0.538190664,-0.035838582,-0.637322841
0,0.462095993,-0.314678007,-0.380632444,-0.070611996,-0.09109537,-0.578743526,0.144943041,-0.013538257,1.061567052,-0.035838582,-0.940035867
0,-1.279968785,-0.582557327,-0.332193505,-0.070611996,-0.09109537,0.011935895,1.604590883,-0.013538256,-0.528163882,-0.035838582,-0.736910786
0,0.700864616,-0.287890075,-0.566430377,-0.070611996,-0.09109537,-0.699540237,0.111154896,-0.013538256,1.152197518,-0.035838582,-1.269432362
0,1.488968042,-0.292354731,-0.383054391,-0.070611996,-0.09109537,-0.456435889,-0.172665517,-0.013538255,2.542895541,-0.035838582,-1.134724637
0,0.477679959,-0.658456468,-0.332885489,-0.070611996,-0.09109537,-0.136880204,-0.838291964,-0.013538258,0.522354276,-0.035838582,-0.936458919
