y1,x39,x45,x49,x50,x52,x56,x59,x63,x64,x65,x70,x74,x75,x80,x83,x84,x85,x89
0,0.004997786,0.184407796,0.000186855,0.069193548,0.398046177,0.456763728,0.000643438,0.004215829,0.720920345,0.73135572,0.02884647,1.03e+09,0.671572528,0.643445729,0.314705798,0.050170651,0,0.602951508
0,0.005272201,0.04197901,6.2e+09,0.017419355,0.390855024,0.149192509,0.001762148,0.005551037,0.280213729,0.732118864,0.029878824,3.63e+09,0.671575051,0.644398384,0.314837673,0.04550392,0,0.611760575
0,0.005051262,0.109445277,9.53e+08,0.026290323,0.395502137,0.196759064,0.002078155,0.001804358,0.669032964,0.73169839,0.053100818,2.61e+09,0.671570119,0.640119881,0.3141851,0.051481376,0,0.62654338
1,0.005003014,0.214392804,0.000384301,0.091935484,0.394100088,0.469679801,0.000221174,0.004139128,0.865215748,0.724531115,0.053089553,4.23e+08,0.671566922,0.629328601,0.309716168,0.065815853,0,0.599110129
1,0.004879739,0.064467766,4.84e+09,0.037419355,0.389814794,0.172224525,0.000415664,0.002469446,0.586269037,0.718087877,0.022401707,1.87e+09,0.671576937,0.64648698,0.316005968,0.12488271,0,0.599983644
0,0.004968782,0.103448276,0.000146004,0.047903226,0.394100088,0.269992608,0.000846474,0.001789653,0.660830815,0.724543977,0.055344203,2.32e+09,0.671571509,0.641914018,0.314250138,0.082666072,0,0.618863898
0,0.005450065,0.137931034,0.000228462,0.027741935,0.391024626,0.380131168,0.009212857,0.003881259,0.928238938,0.734506997,0.029797683,8.84e+09,0.67156397,0.629533297,0.312978148,0.025690359,0,0.603473885
0,0.005451567,0.389805097,0.000810209,0.081129032,0.395762194,0.622632302,0.000472725,0.007419448,0.821980678,0.737300793,0.040701109,2.64e+08,0.671572354,0.643199374,0.314609647,0.027009776,0,0.599106615
0,0.005889163,0.071964018,0.000170212,0.021612903,0.392596278,0.091643379,0.000354145,0.006032422,0.197133509,0.732100099,0.030237273,28900000,0.671572304,0.642934308,0.314567046,0.043569973,0,0.614277214
0,0.005250622,0.103448276,0.000167186,0.030967742,0.397865268,0.336908311,0.003328671,0.00952709,0.424410307,0.734718521,0.026885666,4.36e+09,0.671565743,0.634731523,0.313047165,0.030711116,0,0.607041508
0,0.005503346,0.122938531,0.000231488,0.03016129,0.407464779,0.279577582,0.000360167,0.00768929,0.4873333,0.733482749,0.053386544,4.06e+08,0.671572665,0.643425083,0.314643584,0.034282255,0,0.625326635
0,0.006381208,0.019490255,6.66e+09,0.011612903,0.392471902,0.142535794,0.005767471,0.00321636,0.663763741,0.731702194,0.009311912,0.000307945,0.671585554,0.645965104,0.314936619,0.052989493,0,0.604409972
0,0.005070895,0.230884558,0.000214089,0.056290323,0.41638588,0.340455976,0.000935597,0.006619774,0.719487798,0.731997446,0.018240739,8.95e+08,0.671573402,0.645890343,0.315083273,0.047820571,0,0.600343193
0,0.005174121,0.127436282,0.000146761,0.028225806,0.393715655,0.389212968,0.006379642,0.009266054,0.718722702,0.734631403,0.084879324,7.58e+09,0.671572122,0.642674915,0.314531878,0.027989221,0,0.635717638
0,0.005029738,0.071964018,8.62e+09,0.032258065,0.394868954,0.44796313,0.003421582,0.001474996,0.733957297,0.730144408,0.022561731,0.000157118,0.671522374,0.601877719,0.302722319,0.05379309,0,0.61020212
0,0.005233937,0.046476762,6.43e+09,0.019032258,0.394552362,0.131194687,0.001211042,0.003151635,0.373856585,0.730386435,0.028967961,3.34e+09,0.671571666,0.642581731,0.314498719,0.071173171,0,0.619402912
0,0.005056379,0.104947526,8.85e+09,0.025483871,0.39653106,0.198492062,0.002383786,0.001268551,0.758933046,0.731279326,0.04929908,3.47e+09,0.671575115,0.64645324,0.315043261,0.057507852,0,0.626413326
0,0.005257407,0.136431784,0.0001513,0.026451613,0.402523688,0.430009879,0.011028814,0.010387252,0.961793729,0.735445478,0.024983799,9.67e+09,0.671578675,0.652728474,0.315678315,0.019789517,0,0.609287662
0,0.00556294,0.095952024,0.000167943,0.023870968,0.39377219,0.382419005,0.000701192,0.01227516,0.661626865,0.734750229,0.015704432,1.05e+09,0.671572916,0.643606211,0.314658902,0.027016807,0,0.603586316
1,0.005188581,0.04197901,5.52e+08,0.023225806,0.390176613,0.15796376,0.000327499,0.004074255,0.401236466,0.726919903,0.01597916,1.4e+09,0.671571634,0.642588261,0.314457557,0.086458323,0,0.596946466
1,0.005021618,0.137931034,0.000278391,0.077903226,0.391917867,0.330387641,0.000534161,0.002080107,0.822406324,0.7145055,0.020195192,1.5e+09,0.671572438,0.643175577,0.314676264,0.09480622,0,0.597393771
1,0.004902097,0.292353823,0.000699004,0.161612903,0.370208724,0.604127339,0.00443736,0.001196316,0.754574342,0.762552185,0.203706253,8.19e+09,0.671590967,0.705153031,0.24044999,0.065285749,1,0.601857115
1,0.004909772,0.148425787,0.000228462,0.063870968,0.368761448,0.370091194,0.001334543,0.003782286,0.85879677,0.719909603,0.06889951,3.21e+09,0.671563686,0.625578881,0.308228078,0.083357788,0,0.595993936
0,0.004999121,0.11844078,0.000146004,0.05016129,0.393749576,0.265024796,0.001421194,0.002335075,0.526983081,0.728449408,0.056916081,2.74e+09,0.671571445,0.641708474,0.314207597,0.065772709,0,0.618083746
0,0.005371589,0.230884558,0.000491724,0.052903226,0.396022252,0.428389144,0.000741401,0.007715431,0.766259469,0.733232935,0.028336349,7.5e+08,0.671573234,0.645520639,0.31502907,0.041568851,0,0.60073702
0,0.00551967,0.134932534,0.000232245,0.026290323,0.39190656,0.375968548,0.013562296,0.006399612,0.822664959,0.735300525,0.03167794,7.85e+09,0.671572695,0.643578809,0.314636997,0.015794181,0,0.604632491
0,0.005566055,0.085457271,0.000174751,0.027580645,0.396485833,0.258677948,0.002931636,0.004101669,0.461016545,0.732394126,0.040546409,5.41e+09,0.671575479,0.64608157,0.315170058,0.044582633,0,0.619044363
0,0.005177319,0.095952024,0.000135413,0.030645161,0.39398702,0.30659629,0.002300669,0.005961083,0.531708214,0.732424579,0.026621944,4.43e+09,0.671559329,0.628199794,0.31161782,0.045108807,0,0.605933585
0,0.005317029,0.148425787,0.000208037,0.033064516,0.393331223,0.44904708,0.010757686,0.015293242,0.413827269,0.737199526,0.019879244,6.77e+09,0.671582024,0.660018284,0.316984529,0.015501967,0,0.600731528
0,0.005171367,0.091454273,9.38e+09,0.022580645,0.388571041,0.35298884,0.00550182,0.007058548,0.705015784,0.734254254,0.011845128,7.99e+09,0.67158621,0.658205332,0.316577607,0.028551561,0,0.595122147
0,0.005639442,0.12143928,0.000229219,0.030322581,0.403360394,0.326208552,0.000491576,0.014394528,0.372766196,0.735271197,0.050070674,3.81e+08,0.671571142,0.641256767,0.314313221,0.021639194,0,0.620394227
0,0.006763826,0.020989505,8.55e+09,0.011774194,0.393930486,0.124930382,0.000652442,0.005745992,0.439431337,0.732314156,0.006372529,2.04e+09,0.671499813,0.624860331,0.312395883,0.038189267,0,0.604102763
0,0.005129432,0.298350825,0.00029806,0.061612903,0.424142376,0.357391479,0.001867644,0.01129289,0.69883642,0.733875072,0.016922462,9.65e+08,0.671569742,0.63364113,0.313236833,0.033278508,0,0.600633493
0,0.005120478,0.143928036,0.000152813,0.030483871,0.394303611,0.37032891,0.007179283,0.011331101,0.686987739,0.734704963,0.099098533,6.24e+09,0.671571953,0.642339578,0.314489932,0.025423652,0,0.636780633
0,0.005019505,0.131934033,0.000113475,0.035322581,0.394269691,0.341407738,0.002605132,0.003798431,0.729893928,0.732352767,0.050330362,4.04e+08,0.671576393,0.649363515,0.315630299,0.0453153,0,0.619325683
0,0.00513783,0.082458771,0.000102884,0.035483871,0.395027249,0.45319631,0.006221972,0.004902554,0.537628192,0.735092834,0.022670436,0.000174678,0.671553099,0.624275784,0.309420761,0.03833142,0,0.607539012
0,0.004958493,0.172413793,0.000155839,0.057741935,0.398611519,0.436664596,0.00074002,0.004140792,0.820122494,0.729936275,0.023770793,1.42e+09,0.671571145,0.640628617,0.314011749,0.055803156,0,0.603895923
0,0.005071702,0.112443778,0.000102884,0.026612903,0.397480835,0.317464776,0.003094289,0.001239677,0.839145143,0.732912045,0.044004249,4.49e+09,0.671575685,0.64750943,0.315179484,0.039145257,0,0.625595774
0,0.005558074,0.076461769,0.000143735,0.01983871,0.392392755,0.328269353,0.00335386,0.020461252,0.459757523,0.735152481,0.016102206,3.37e+09,0.671577449,0.647491713,0.315129882,0.016984429,0,0.602867368
1,0.006197282,0.196401799,0.001228552,0.058548387,0.384263133,0.609889681,0.000129901,0.003403023,0.886254521,0.73360193,0.058540223,2.38e+08,0.67157211,0.642501061,0.314460307,0.043946134,0,0.604012274
0,0.005055155,0.131934033,0.000152056,0.053064516,0.394891567,0.236433611,0.002461378,0.004569057,0.341512028,0.732067709,0.083284302,2.62e+09,0.67157121,0.641105387,0.314050112,0.047479383,0,0.617865417
0,0.005414943,0.263868066,0.000551487,0.064354839,0.39355736,0.422590932,0.000697069,0.007524489,0.735628994,0.733538291,0.024362035,5.65e+08,0.671572169,0.642512082,0.314492979,0.039735745,0,0.597901361
0,0.005907794,0.082458771,0.00020955,0.024677419,0.391680423,0.103705139,0.000730884,0.006319834,0.20560541,0.732169282,0.023488075,54500000,0.671568277,0.638979903,0.313908543,0.042775646,0,0.606214993
0,0.005464108,0.082458771,0.000188368,0.027580645,0.394970715,0.268698079,0.002773648,0.004507675,0.673627785,0.729573765,0.039548182,8.1e+09,0.671579458,0.64972539,0.315939233,0.065233995,0,0.619860736
0,0.005302179,0.106446777,0.00016416,0.033870968,0.390165306,0.278389559,0.003332368,0.006123523,0.355451001,0.73398356,0.022421382,3.94e+09,0.671568667,0.638306147,0.313622484,0.034115333,0,0.60154655
0,0.005321005,0.157421289,0.000236027,0.036612903,0.391850026,0.505217739,0.010249623,0.011644715,0.452002478,0.737992464,0.021372543,7.43e+08,0.671584529,0.665599729,0.317984781,0.016790119,0,0.598897642
0,0.005212774,0.133433283,0.000159621,0.029354839,0.384150064,0.427275037,0.00348276,0.004952264,0.875534515,0.734422204,0.013713405,4.59e+09,0.671577332,0.650966462,0.315655895,0.031274126,0,0.592498949
0,0.005790331,0.140929535,0.000316973,0.032741935,0.407792678,0.35883721,0.000640552,0.01369509,0.473550947,0.735259867,0.051153897,4.99e+08,0.671572616,0.643462713,0.314643131,0.022905322,0,0.620449553
0,0.005587579,0.145427286,0.000299573,0.036935484,0.393206847,0.38396168,0.002938003,0.014055454,0.482242789,0.73542467,0.045452689,2.57e+09,0.671577887,0.653039507,0.316201774,0.026094741,0,0.609669987
0,0.005200149,0.385307346,0.00044936,0.080645161,0.412812917,0.343633194,0.002893514,0.011516267,0.522740514,0.734576498,0.014721951,8.83e+08,0.671572278,0.642833553,0.314551962,0.027936384,0,0.596777979
0,0.005075678,0.143928036,0.000135413,0.032419355,0.394789806,0.335941132,0.006775415,0.009126945,0.696435028,0.733818241,0.094118698,6.75e+09,0.671572908,0.643971705,0.314708318,0.032017075,0,0.637605477
0,0.005727623,0.233883058,0.000634702,0.045645161,0.397887881,0.641347375,0.005185381,0.008872115,0.618880923,0.739275228,0.032766466,2.67e+09,0.671555993,0.595643463,0.3081705,0.01468576,0,0.602848219
0,0.00523783,0.089955022,0.000135413,0.037580645,0.392901563,0.436021211,0.008163779,0.004365083,0.473333662,0.735948111,0.023426242,0.000186093,0.671574694,0.645453115,0.315256576,0.035018718,0,0.605180714
0,0.004989777,0.206896552,0.00020728,0.062258065,0.398238394,0.473703753,0.001167462,0.003860801,0.871834409,0.731892447,0.02618692,1.64e+09,0.671565327,0.625098809,0.310929865,0.048467683,0,0.602679142
0,0.005245839,0.043478261,6.28e+09,0.018709677,0.389735646,0.117568638,0.00119364,0.004151114,0.301408344,0.730787918,0.023493047,3e+09,0.671555461,0.634392846,0.312846154,0.06634848,0,0.615927407
0,0.005126067,0.128935532,0.000122553,0.027741935,0.397639131,0.298486375,0.007579698,0.001873647,0.774246381,0.733560753,0.045685949,7.23e+09,0.671568553,0.637214049,0.313863398,0.030768726,0,0.622915785
0,0.005608352,0.064467766,0.000137683,0.018548387,0.391556048,0.372296122,0.003340255,0.020319105,0.498255936,0.735581972,0.015570893,4.72e+09,0.671573023,0.643484698,0.314637864,0.018274974,0,0.601086231
1,0.005002625,0.050974513,4.09e+09,0.024677419,0.399990955,0.118740502,0.001045663,0.002883633,0.291601166,0.729344308,0.006608918,2.61e+09,0.671579107,0.647061435,0.31570283,0.078173593,0,0.597653861
0,0.005313692,0.050974513,6.66e+09,0.019032258,0.402331471,0.139286063,0.002472008,0.007785388,0.246797147,0.732459248,0.010715876,3.84e+09,0.671583331,0.649292307,0.315654154,0.039598998,0,0.607321095
0,0.005369281,0.073463268,0.000110449,0.023709677,0.398125325,0.205988786,0.00164418,0.007293772,0.379936125,0.732650141,0.013676661,2.56e+09,0.671575962,0.646035797,0.315088072,0.040102735,0,0.606115649
0,0.007119804,0.056971514,0.000303356,0.017258065,0.385167681,0.148013315,0.004511376,0.00301721,0.400899308,0.732257392,0.018490605,7.04e+09,0.671517088,0.607458323,0.309715601,0.041838666,0,0.595770104
0,0.005156685,0.134932534,0.000148274,0.032096774,0.393568666,0.446136631,0.00151987,0.009544499,0.654379171,0.735435065,0.024101141,1.93e+09,0.671571474,0.641654485,0.314371255,0.027984906,0,0.60389427
0,0.005971893,0.088455772,0.000254183,0.019516129,0.387485584,0.312439328,0.008340214,0.014504167,0.659839166,0.735029696,0.016822989,3.97e+09,0.671579872,0.651310804,0.315431417,0.010435626,0,0.595063537
0,0.005214777,0.142428786,0.000160378,0.027580645,0.392822415,0.298138076,0.010918055,0.016158975,0.476941538,0.734894015,0.017873769,4.12e+09,0.671578473,0.653396347,0.315738404,0.013358818,0,0.598575492
0,0.005278458,0.209895052,0.000270826,0.037580645,0.397232084,0.351708439,0.003350068,0.020819208,0.640181072,0.73502499,0.030799885,1.36e+09,0.671543296,0.567583388,0.305677468,0.01885952,0,0.601461155
0,0.005234854,0.097451274,0.000132387,0.028387097,0.418963841,0.213130788,0.009586014,0.004754156,0.27199982,0.733691462,0.021654703,9.74e+09,0.671592616,0.663543478,0.318249359,0.030226003,0,0.603234506
0,0.006960822,0.035982009,0.000171725,0.01516129,0.392799801,0.241585226,0.004444695,0.005970493,0.353138579,0.733886335,0.012300135,0.000109517,0.671467155,0.598452135,0.307928629,0.027024324,0,0.600367785
0,0.005454598,0.095952024,0.000182316,0.024193548,0.393693042,0.476849939,0.006874663,0.005591624,0.799081404,0.735292038,0.020800608,0.00013319,0.671598572,0.672383016,0.318816077,0.02895447,0,0.605407816
0,0.005056768,0.085457271,0.000106666,0.023548387,0.384726714,0.248896632,0.001372019,0.002842572,0.953488399,0.727739873,0.042225696,4.41e+09,0.671574666,0.645421147,0.315001499,0.085845726,0,0.586266886
0,0.005192669,0.095952024,0.000118014,0.028548387,0.393263382,0.27084886,0.002226515,0.002097386,0.560552093,0.731415576,0.033834616,4.53e+09,0.67158255,0.65418797,0.316746414,0.052088237,0,0.606677665
0,0.005180489,0.140929535,0.000162647,0.032741935,0.389091156,0.259177395,0.007309909,0.01093818,0.403584389,0.733788068,0.017202295,5.45e+09,0.671586291,0.666103393,0.318116311,0.029918535,0,0.594641021
0,0.005221089,0.124437781,0.000138439,0.027096774,0.392777187,0.393860752,0.002925318,0.006173158,0.662630347,0.735279999,0.024894823,2.65e+09,0.671569499,0.638750175,0.314037846,0.02171361,0,0.60630268
0,0.005500399,0.130434783,0.000236027,0.03016129,0.392155311,0.730948913,0.02846381,0.00371136,0.981035902,0.738855855,0.021026254,0.000511454,0.671654883,0.751791438,0.329372034,0.020617976,0,0.604022267
0,0.005202124,0.049475262,5.9e+09,0.015967742,0.397582597,0.351922286,0.029452163,0.013467251,0.080031801,0.737246611,0.007807106,0.000127584,0.671333084,0.521533506,0.298364556,0.003688398,0,0.613312993
0,0.005244031,0.061469265,7.41e+09,0.022258065,0.398419303,0.194453846,0.000755852,0.009859274,0.401620102,0.732016032,0.010900319,1.61e+09,0.671576319,0.645708114,0.315054782,0.047203667,0,0.605128169
0,0.005677428,0.058470765,0.000127092,0.020645161,0.392347527,0.257122606,0.002921314,0.003509728,0.715534682,0.731037657,0.016050762,0.000100522,0.671598419,0.660446648,0.317384932,0.056640465,0,0.602869756
0,0.005140166,0.175412294,0.000157352,0.035645161,0.399629135,0.467490876,0.014418792,0.005261014,0.666328764,0.736306648,0.017744445,0.000107044,0.67160487,0.707115047,0.322910786,0.019792283,0,0.605355217
0,0.005128653,0.218890555,0.000257966,0.052580645,0.395954411,0.498614636,0.002860902,0.004206805,0.761127824,0.73468214,0.03180923,3.42e+09,0.671572017,0.642262444,0.314444556,0.036338589,0,0.605645072
0,0.005314137,0.095952024,0.000139952,0.024354839,0.399696977,0.56456899,0.002816979,0.025541754,0.607711807,0.73809,0.020707085,3.39e+08,0.671572994,0.643734696,0.314672761,0.015586978,0,0.611912998
0,0.005266056,0.179910045,0.00027007,0.042903226,0.396282309,0.625109808,0.002352841,0.013935396,0.794657807,0.737802031,0.036216669,2.55e+09,0.67157347,0.645417752,0.314938778,0.023405032,0,0.610420569
0,0.005226039,0.24137931,0.000364632,0.05016129,0.392177925,0.451603421,0.005194544,0.007342695,0.941963747,0.733819501,0.040850039,4.71e+09,0.671573606,0.646715607,0.315121397,0.037000453,0,0.60037144
1,0.005094949,0.095952024,0.000111962,0.031612903,0.389656498,0.2618562,0.000646245,0.006629086,0.5651279,0.730704652,0.02164235,1.3e+09,0.67157332,0.644138014,0.314814723,0.057153439,0,0.597307971
0,0.005410549,0.070464768,0.000102884,0.022096774,0.414181045,0.224905666,0.001112872,0.007405468,0.292839758,0.733925189,0.009563317,1.27e+09,0.671570334,0.641311859,0.314312101,0.026210322,0,0.605800136
0,0.00551561,0.073463268,0.000120283,0.023225806,0.400703286,0.20494524,0.00104486,0.010503142,0.223441747,0.73405277,0.010891489,9.84e+08,0.671572711,0.64327845,0.314624712,0.024172763,0,0.605813842
0,0.007454396,0.061469265,0.000360849,0.018870968,0.400511069,0.276564153,0.00605921,0.007744458,0.318542445,0.734849119,0.010755979,6.25e+08,0.671560729,0.634380696,0.313426186,0.017211889,0,0.601972621
0,0.005208881,0.110944528,0.000152813,0.034677419,0.392110083,0.283414086,0.001512988,0.007322068,0.266362938,0.73528775,0.015771496,1.18e+09,0.671571072,0.641242036,0.314245147,0.023873134,0,0.598495788
0,0.006913102,0.092953523,0.00046222,0.021612903,0.400533683,0.381821899,0.00089444,0.005233927,0.760145417,0.735040037,0.011800751,1.05e+08,0.671559872,0.629325125,0.312947527,0.021247741,0,0.601918179
0,0.005356934,0.157421289,0.000236027,0.035483871,0.39144298,0.445992813,0.002763086,0.010711651,0.417081313,0.737147149,0.018006401,1.8e+08,0.671570735,0.640020607,0.314134938,0.017104794,0,0.597713166
0,0.006153066,0.145427286,0.000490211,0.032419355,0.435969336,0.320086515,0.00066113,0.003096403,0.876101585,0.732655894,0.011222774,8.09e+08,0.671571736,0.641962572,0.314435163,0.041651872,0,0.600455562
0,0.005487023,0.259370315,0.000459951,0.046129032,0.441543611,0.575447131,0.006784626,0.014549115,0.74396979,0.737825904,0.024288588,3.08e+09,0.671570469,0.637440819,0.313897114,0.014958169,0,0.604396435
0,0.005131351,0.097451274,0.000132387,0.038870968,0.404592841,0.202069932,0.000363833,0.003572216,0.287460631,0.732043632,0.036633949,4.53e+08,0.671571882,0.642417017,0.314417527,0.047515907,0,0.598703149
0,0.006446169,0.052473763,0.000174751,0.016612903,0.399606522,0.166517798,0.001421626,0.01874267,0.133097609,0.733964825,0.00719127,7.06e+08,0.671568684,0.640705076,0.314282331,0.011182431,0,0.601595312
0,0.005710937,0.110944528,0.000250401,0.026612903,0.396497139,0.447832206,0.008329163,0.012325777,0.470582401,0.736872436,0.022858558,6.74e+09,0.671555243,0.619767527,0.31148844,0.015444821,0,0.605570177
0,0.005153292,0.070464768,8.47e+09,0.021129032,0.390142692,0.186579276,0.000459479,0.003603383,0.835348381,0.729876473,0.015768151,1.22e+09,0.671572878,0.643433069,0.314639621,0.077350395,0,0.598138971
0,0.005339665,0.109445277,0.000153569,0.028870968,0.398690667,0.22584977,0.003045768,0.002445347,0.489630007,0.73266937,0.023093264,3.55e+09,0.671582272,0.65512365,0.316385763,0.039633912,0,0.612856828
0,0.005436912,0.130434783,0.000200472,0.032903226,0.388197915,0.289395544,0.010668482,0.010948596,0.342553884,0.734759226,0.011670245,7.85e+09,0.671595924,0.678447705,0.320188019,0.024026344,0,0.5932989
0,0.005338497,0.113943028,0.000154326,0.026774194,0.392641505,0.365962458,0.004334701,0.007966578,0.36815266,0.736041785,0.021500152,3.42e+09,0.671568432,0.638014311,0.313864593,0.017254188,0,0.60638691
0,0.005621727,0.130434783,0.000286713,0.028548387,0.392980711,0.653934071,0.017939589,0.006701512,0.917361917,0.738230577,0.02179809,0.000213212,0.671582767,0.659282551,0.316631514,0.018003843,0,0.603899532
0,0.005192558,0.046476762,4.16e+09,0.016290323,0.39187264,0.276738434,0.008800312,0.022055982,0.077263454,0.736085102,0.007701516,3.54e+09,0.671557691,0.634932736,0.313484477,0.004749205,0,0.600423621
0,0.005358742,0.085457271,0.000110449,0.025483871,0.415289116,0.213953247,0.000495388,0.01464862,0.223321742,0.734253276,0.008087457,3.62e+08,0.671571931,0.642556099,0.314506816,0.02167915,0,0.605964505
0,0.005728262,0.085457271,0.000202741,0.024032258,0.395977024,0.263198695,0.00124625,0.00264114,0.563129355,0.732916637,0.017745719,1.86e+09,0.671570033,0.640502923,0.314209029,0.038247439,0,0.603554096
0,0.005092196,0.172413793,0.000158108,0.035,0.400511069,0.472779683,0.006851779,0.004616126,0.970701802,0.73493467,0.016066211,7.46e+09,0.671570298,0.638951773,0.314043964,0.029128243,0,0.604952481
0,0.005400788,0.179910045,0.000298817,0.041451613,0.397164243,0.405232787,0.004643504,0.004472834,0.58775071,0.735190318,0.020993928,4.2e+09,0.671575176,0.648495307,0.31541045,0.027341637,0,0.60401088
0,0.005499314,0.103448276,0.000204254,0.02483871,0.402105335,0.522152074,0.004879558,0.014121485,0.786749181,0.736477919,0.014772396,7.83e+09,0.671555111,0.622977027,0.311882229,0.022641206,0,0.609878238
1,0.005535187,0.137931034,0.000420613,0.041935484,0.390606273,0.625051471,0.001116062,0.00467558,0.914962693,0.733145848,0.015428529,3.71e+09,0.671579749,0.652841999,0.317125351,0.045353716,0,0.597630934
0,0.005670949,0.07946027,0.000165673,0.023387097,0.401980959,0.258008058,0.002091199,0.008597722,0.354418044,0.734129171,0.008985705,2.45e+09,0.671566638,0.637682573,0.313763928,0.026425735,0,0.603366056
0,0.007937432,0.089955022,0.000618815,0.023548387,0.405859207,0.486711092,0.020238718,0.007461254,0.393857767,0.737981093,0.014037812,0.000207454,0.671642023,0.716178938,0.3250499,0.013913218,0,0.600383737
0,0.005398591,0.115442279,0.000198202,0.033709677,0.394880261,0.452045596,0.006233379,0.007249071,0.30962043,0.738660763,0.027787322,5.67e+09,0.671588943,0.665574484,0.318860947,0.017273728,0,0.600638662
0,0.005541861,0.103448276,0.000203498,0.028548387,0.393240768,0.373888221,0.005646899,0.010398701,0.423490274,0.73575429,0.01824426,5.95e+09,0.671581866,0.655005242,0.316452405,0.022464074,0,0.602928199
0,0.006964242,0.134932534,0.000692952,0.026290323,0.40792836,0.389216236,0.008437649,0.008560529,0.645613731,0.735845678,0.010037855,3.82e+09,0.671583855,0.661471607,0.31657681,0.011635663,0,0.601332076
0,0.005702762,0.193403298,0.000422882,0.048870968,0.395343841,0.538825202,0.004994015,0.022381624,0.224215321,0.740675596,0.021026682,1.58e+09,0.671576277,0.652670752,0.316157643,0.008939957,0,0.597890875
0,0.006338744,0.20089955,0.000826852,0.040967742,0.391951788,0.341182048,0.004136316,0.004007313,0.810737789,0.733040783,0.010741023,3.56e+09,0.671581051,0.664374891,0.31758702,0.039147413,0,0.59377742
0,0.005291862,0.145427286,0.000202741,0.044677419,0.394269691,0.182988008,9.65e+09,0.00584475,0.312770955,0.732420805,0.013228161,68400000,0.671569841,0.638578576,0.313737727,0.042739114,0,0.595193621
0,0.00657584,0.070464768,0.000264774,0.019032258,0.410642003,0.163186457,0.00229932,0.013517535,0.271953814,0.733406812,0.006462832,1.41e+09,0.67156938,0.640478275,0.314267757,0.019431853,0,0.60228776
0,0.0057373,0.104947526,0.000244349,0.024354839,0.396214468,0.406370774,0.011682885,0.013326072,0.4117059,0.736496034,0.016961759,9.19e+09,0.671582648,0.654734002,0.316087518,0.013848258,0,0.605041428
0,0.005918473,0.047976012,8.62e+09,0.016451613,0.386501888,0.171029589,0.000191783,0.003026984,0.876948276,0.730670121,0.018350977,5.99e+08,0.671569537,0.641233775,0.314345641,0.069894768,0,0.595606141
0,0.005308436,0.098950525,0.000139952,0.025645161,0.398193166,0.22281414,0.001581886,0.003031334,0.494370138,0.73273872,0.021834174,1.88e+09,0.671561923,0.631010149,0.312843501,0.038393417,0,0.61274394
