x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x13,x16,x17,x18,x19,x21,x22,x23,x26,x27,x33,x37,x39,x41,x42,x43,x50,x53,x55,x60,x63,x64,x65,x72,x74,x76,x83,x86,x87,x88
-0.467211233,-0.203467118,-0.376618039,0.696321626,0.697735194,0.021305157,0.020064768,0.020924644,-0.013821909,0.018159672,-0.26019005,-0.936828445,-0.933095971,-0.933932448,-0.523759593,-0.022111263,-0.235353475,-0.429941043,0.040622982,0.040241792,-0.631796541,1.747216623,0.584173487,-0.233131173,-0.438806843,-0.136687921,-0.013538259,-1.972173346,-1.159028225,-0.267315029,-0.489985658,-1.488149072,0.651466399,-0.011730157,0.00816754,-0.057301895,-0.281451842,0.696116915,-0.021787805,0.798603021
-0.298321678,-0.199353555,-0.201657826,-0.282469088,-0.281956566,0.016455328,0.022515547,0.023012785,0.004944637,0.022505686,-0.100912123,-0.133866078,-0.132379085,-0.133397083,-0.30959983,-0.022111263,-0.567352896,-0.335603218,0.020697267,0.020398101,-0.186480592,-0.938791243,-0.26002252,-0.567769773,-0.337933313,-0.35760127,-0.013538259,-0.239066269,-0.653049177,-0.019764891,0.80368272,-0.178430761,-0.268049794,-0.00255702,0.007432058,-0.248174376,-0.11061038,-0.282438897,0.004605142,-0.302862786
-0.167052071,-0.106387028,-0.070870736,-0.560159712,-0.559902824,0.02001717,0.020947049,0.021629392,-0.008353801,0.020894926,-0.232471281,-0.483683792,-0.481218534,-0.482157451,-0.295510372,-0.022111262,-0.026752068,-0.31949676,0.018604897,0.018314344,-0.217809178,0.19828171,0.03903647,-0.023428255,-0.319525735,0.277955169,-0.013538259,0.203961589,0.461006552,-0.21027622,0.289625967,0.188836106,-0.025965799,-0.004426612,0.008249962,-0.094865805,-0.107088334,-0.560126609,0.015032044,-0.062220924
-0.482419297,0.099291131,-0.451972191,0.404425706,0.405570563,0.018506568,0.029946311,0.030060261,0.015902725,0.019111945,-0.038124912,-0.301927969,-0.299970991,-0.300950997,-0.447676519,-0.022111263,-0.464521217,-0.195246943,0.020941093,0.020640924,-0.450748468,0.171009769,0.098946252,-0.462622958,-0.187972909,-0.484582225,-0.013538259,-1.027038139,-1.978368642,-0.274985103,-2.733262836,-0.494836577,-0.345633011,-0.006043807,0.008245044,0.588378385,0.095709777,0.40447804,0.057626304,-0.070094447
-0.420786616,-0.251184451,-0.382681017,-0.055642588,-0.057214542,0.021535723,0.021741101,0.021594589,-0.010737896,0.02044918,-0.237721048,-0.67664374,-0.673638871,-0.674534167,-0.405408145,-0.022111263,-0.294114434,-0.377019824,0.007324621,0.007080504,-0.291474627,0.623501356,0.145068385,-0.292202417,-0.380638895,-0.076921225,-0.013538259,-0.495751532,-0.851615966,-0.290750909,-1.633741992,-0.150624187,-0.147253549,-0.002986793,0.007604983,0.303207754,-0.238849126,-0.055595793,-0.011634883,0.078354316
0.053865073,0.206243774,-0.06047706,1.106900502,1.108692037,0.029677075,0.031495203,0.028024324,-0.011372197,0.025220679,0.111703435,-0.458785734,-0.456390104,-0.367972562,-0.208155732,-0.022111263,0.170097146,-0.004270371,0.025690982,0.025371259,-0.347589145,0.101995063,-0.017793836,0.174165057,-0.011260157,-0.22950318,-0.013538259,-0.688842641,-1.114994636,-0.038327078,-1.329332816,-0.313076305,-0.213600645,-0.004320541,0.008280252,0.286491507,0.206463964,1.107042391,0.078904166,-0.089052699
-0.252697485,0.071318901,-0.185201172,-0.222898492,-0.222331131,0.018331656,0.05661079,0.053769363,0.07587693,0.047892893,-0.344816292,-0.157519233,-0.155966094,-0.156978745,-0.236334648,-0.022111263,-0.490963649,-0.227459858,0.025086141,0.024768909,-0.518667458,-0.815789225,-0.122286013,-0.48979573,-0.22110655,-0.549562215,-0.013538259,-1.137334561,-1.744567732,-0.345510941,-0.47579673,-0.547144376,-0.302039673,-0.008608801,0.009537665,-0.117100955,0.099891622,-0.222918892,0.039515937,-0.28311172
0.303597496,0.270415359,0.379521893,-0.481343231,-0.481013787,0.022211519,0.024760461,0.024587591,-0.005860344,0.02417723,-0.028150355,-0.338030153,-0.335972216,-0.336944059,-0.008085428,-0.022111262,0.114274234,-0.031881441,0.042006555,0.041619669,-0.484707963,0.45374744,0.194269992,0.117752019,-0.014696238,-0.117696635,-0.013538258,-1.053356733,-0.835317913,-0.024708285,-0.206214607,-0.508331224,-0.001867688,-0.006409197,0.008352159,0.134440774,0.219473788,-0.481500236,0.094036766,0.017253228
0.070673986,-0.068542246,-0.000713422,1.76767588,1.770075707,0.024612582,0.027201438,0.024805106,-0.007019583,0.026608567,0.041251563,-0.472479666,-0.470045741,-0.47098719,-0.171523141,-0.022111263,-0.14133594,-0.199848788,0.039229959,0.038854503,-0.239168004,-0.408379826,-0.207601461,-0.138617182,-0.193617899,-0.222148711,-0.013538259,-0.305869317,-0.61132718,0.044665815,-0.209915991,-0.162076551,-0.218554915,-0.002468939,0.008227265,-0.184917852,0.004487345,1.767742026,0.029046267,-0.208569845
-0.183860984,-0.112146016,-0.212917642,0.145522732,0.14642925,0.021909398,0.023486056,0.023204198,-0.007872608,0.022738689,-0.444246876,-0.14756001,-0.146034722,-0.147049624,-0.270149348,-0.022111263,-0.173654467,-0.266575542,0.040367815,0.036004631,-0.5233754,1.615866052,0.890791188,-0.170220298,-0.263812131,-0.159868462,-0.013538259,-1.305131636,-0.341427601,-0.444669369,-0.136213991,-0.751927752,0.642699629,-0.008598696,0.003374312,0.45109558,-0.18690548,0.145367959,0.014387286,0.667728022
-0.574468107,-0.464267024,-0.492680755,0.730231042,0.739472998,0.023443852,0.01224188,0.013981575,-0.037159793,0.015930946,-0.190263155,-0.911930387,-0.90826754,-0.909109646,-0.481491219,-0.022111263,-0.385193922,-0.528880713,0.03417954,0.033824875,-0.599117883,0.752625646,0.213376733,-0.382581421,-0.542871019,-0.395304559,-0.013538259,-1.370652528,-1.796669034,-0.274874082,-1.878311044,-0.720111335,-0.155960212,-0.010557408,0.008182788,0.392849919,-0.476956308,0.730389503,-0.072570125,0.129964804
0.314803438,0.054041936,0.246136384,1.17609404,1.177949273,0.029494213,0.030397254,0.026875846,-0.013318843,0.027743191,0.230558157,-0.324336221,-0.322316579,-0.323291518,-0.140526333,-0.022111263,0.079017659,-0.112413731,0.019903414,0.019607516,-0.543384155,-0.400031273,-0.164838755,0.083786053,-0.099616533,-0.431518336,-0.013538259,-1.249752588,-1.487503364,0.268181419,-0.015386183,-0.602733737,-0.204022839,-0.007532878,0.00851927,-0.193741727,0.097480238,1.17613834,0.045885371,-0.206821104
0.285187734,0.104227407,0.246136384,0.087326842,0.084969187,0.027077249,0.028417024,0.026240703,-0.011087855,0.025818382,0.095744143,-0.346744473,-0.344662166,-0.34563204,-0.208155732,-0.022111263,-0.029690116,-0.169936794,0.013378697,0.013109658,0.003948749,-1.131921108,-0.222508918,-0.027267886,-0.160238824,-0.263761971,-0.013538259,0.112705189,-0.423905245,0.255696924,0.966014255,-0.055059954,-0.298334036,-0.000646932,0.008866591,-0.248174376,0.13455421,0.087223253,0.040403422,-0.331760149
-0.022175248,0.026069707,-0.037091288,-0.275137322,-0.307641369,0.020438549,0.029446352,0.026997654,0.009450357,0.026912484,-0.016495872,-0.325581124,-0.323558,-0.324532658,-0.199702057,-0.022111263,-0.376379778,-0.17453864,0.020171812,0.019874809,-0.217982264,-0.357731936,-0.171277657,-0.374311447,-0.166620118,-0.15428279,-0.013538259,-0.283110021,-0.6425388,-0.041293218,-0.486134521,-0.146455946,-0.227433053,-0.001024039,0.008304781,-0.164835825,0.056197545,-0.275290113,0.039151215,-0.198096807
-0.84581199,-0.624695987,-0.766380891,-0.697630317,-0.697041324,0.016208862,-0.000923707,0.003044936,-0.046652428,-0.000693318,-0.320667364,-0.992849075,-0.98895994,-0.989783753,-0.847817128,-0.022111263,-0.535034368,-0.795787729,0.02147978,0.021177393,-0.640693167,1.786176538,1.107264265,-0.534985232,-0.828556634,-0.268230509,-0.013538259,-1.667524559,-1.673691303,-0.342422188,-1.745852514,-1.175814689,0.25191003,-0.015209487,0.008179661,1.754616609,-0.750051989,-0.697477095,-0.220314668,0.841582568
-0.532846036,-0.289029232,-0.581027002,-0.669219726,-0.669063235,0.017616107,0.019045244,0.019802268,-0.005969706,0.016538781,-0.374844958,-1.246809266,-1.242209932,-1.242976333,-0.673107848,-0.022111262,-0.496839745,-0.492065952,0.035829621,0.035468163,-0.657724841,2.245346967,1.904638258,-0.496293567,-0.493538709,0.590845925,-0.013538259,-2.556671402,-0.881572071,-0.373511819,0.291685162,-2.807786829,1.754788295,-0.012846083,0.00825811,0.271828577,-0.381479423,-0.669035756,-0.080705254,1.567548355
-7.185173496,-7.557695357,-8.059276922,-0.385113807,-0.384695777,0.008282174,-0.022529778,-0.018532521,-0.073074325,-0.025989351,-0.569716304,-2.079649302,-2.072720935,-2.073299061,-4.302552246,-0.022111262,-1.542784824,-3.561496639,-0.196319514,-0.195725329,-0.57796676,3.829902374,-7.050054358,-1.518226095,-3.580857746,-3.548509794,-0.013538259,-2.050871322,0.375994331,-0.578850957,-0.036472745,3.508332679,-7.811818043,-0.008676492,0.010065723,-4.707657454,-6.97496868,-0.385239309,10.56511101,-7.781672411
-1.607015625,-1.368428209,-1.610000931,-0.758117384,-0.75804273,0.008695602,0.006614891,0.008987438,-0.009163081,0.00479745,-0.485720035,-1.148461937,-1.144137631,-1.144926265,-1.597376297,-0.022111262,-1.410572666,-1.304291614,0.024556906,0.024241852,-0.633492785,1.990437808,1.069960628,-1.414851418,-1.370966609,0.45669669,-0.013538259,-2.322101825,-0.699173045,-0.506158945,0.467735045,-2.097374441,1.324701047,-0.01113983,0.0074044,-0.248174376,-1.505341627,-0.758042611,-0.615565607,1.106264498
-0.366357754,-0.205935256,-0.267484441,0.646373972,0.64774156,0.020589609,0.020662758,0.02145538,-0.010541045,0.020742967,-0.300088278,-1.014012424,-1.010064106,-1.010883134,-0.385682904,-0.022111263,-0.294114434,-0.402329972,0.043505425,0.04311237,-0.579870707,1.648147124,0.472752492,-0.291611705,-0.411318192,-0.153351844,-0.013538259,-1.520384843,-1.181850467,-0.317870921,-1.137514905,-0.974749056,0.362282482,-0.008822444,0.008161248,0.293421145,-0.24277157,0.646511889,-0.006736359,0.698120744
-0.263103003,-0.117905004,-0.204256245,-0.456598522,-0.454870327,0.020104626,0.022123423,0.022438546,-0.005947834,0.021756024,-0.279614187,-0.207315349,-0.205622955,-0.206624349,-0.227880973,-0.022111262,-0.120769604,-0.229760781,0.012900495,0.012633424,-0.43240134,0.519422725,0.199099169,-0.17081101,-0.255958231,0.048290934,-0.013538259,-0.790580697,-0.431350935,-0.271617307,0.020057622,-0.345916275,0.049981309,-0.00569419,0.008335821,0.034347473,-0.066492599,-0.456459191,0.028859168,0.040054951
-0.460807837,-0.370477783,-0.406932928,-0.208693196,-0.208112758,0.017584305,0.020986261,0.021324871,-0.001551475,0.020540356,-0.006836301,-0.269560494,-0.267694032,-0.268681354,-0.402590253,-0.022111263,-0.499777793,-0.40002905,0.012314555,0.012049897,0.212171342,-1.320041841,-0.316222934,-0.498065704,-0.406409505,-0.357321986,-0.013538259,0.1112482,-0.672172347,0.048558388,0.292936389,-0.074115186,-0.34839504,-0.001002854,0.008283173,-0.248174376,-0.247607416,-0.208770316,-0.01742507,-0.357575368
-0.36555733,-0.07594666,-0.207720804,0.707777509,0.707366995,0.023738022,0.022672397,0.024283071,-0.014718679,0.022525947,-0.321612322,-0.731419467,-0.728261419,-0.729144331,-0.346232421,-0.022111263,-0.250043715,-0.363214289,0.054660953,0.054221975,-0.459437391,0.713665731,0.276226013,-0.249080409,-0.368858045,-0.276515923,-0.013538259,-0.976222217,-1.211008032,-0.338651713,-1.456648148,-0.456184458,-0.099808487,-0.005732098,0.008554791,0.498042093,-0.112760612,0.70759156,0.020816739,0.113964695
-0.662514794,-0.470848725,-0.61307417,-0.126210833,-0.129223721,0.019079006,0.017859067,0.018575485,-0.01266267,0.017349226,-0.40182876,-0.572071897,-0.569359463,-0.570278398,-0.535031159,-0.022111263,-0.417512449,-0.50817241,0.022101631,0.021796684,-0.463764543,0.829432336,0.235562949,-0.423931292,-0.513173459,-0.127937034,-0.013538259,-0.974569248,-0.990870078,-0.393616459,-1.114655633,-0.452181069,-0.012483071,-0.005814289,0.00697932,0.184568284,-0.417695679,-0.126041765,-0.058310729,0.163252333
-0.470412931,-0.262702428,-0.391342414,-0.456598522,-0.456246298,0.018562221,0.021447008,0.022029619,-0.00321378,0.020884795,-0.183543454,-0.479949083,-0.47749427,-0.478434031,-0.382865012,-0.022111263,-0.435140737,-0.374718902,0.032695791,0.032347233,0.231522369,-0.235286489,-0.1206063,-0.43663161,-0.380393461,-0.211629028,-0.013538259,0.349668345,-0.336447908,-0.260826221,-1.684940665,0.175523735,-0.294711715,-0.000359573,0.009193284,0.00475414,-0.182147714,-0.456808417,-0.003570482,-0.171733103
-0.509633728,-0.655959067,-0.404334509,-0.813563862,-0.81354025,0.014467694,0.013888804,0.015747794,-0.008813122,0.013945355,-0.347966152,-0.521030878,-0.51846118,-0.519391654,-0.5885711,-0.022111263,-0.611423616,-0.574899164,0.001584307,0.001363819,-0.250799391,-0.506892754,-0.082952722,-0.611482494,-0.592203329,-0.307981879,-0.013538259,-0.395107896,-0.777741651,-0.346897172,-0.276227388,-0.211655764,-0.241108941,-0.001812391,0.009601654,-0.138868553,-0.571198417,-0.813474285,-0.072942594,-0.227941824
-0.016572277,-0.06031512,-0.024099193,0.79346752,0.794970519,0.025836965,0.026495613,0.024961717,-0.01194088,0.025514465,0.11495829,-0.418948841,-0.416664615,-0.417618166,-0.179976816,-0.022111263,-0.012061829,-0.188344175,0.030077966,0.029740184,-0.066774236,-0.000413857,-0.007995508,-0.01131865,-0.183309656,-0.172343131,-0.013538259,-0.22712234,-0.900770902,-0.112771718,-1.883586134,-0.077970537,-0.281437518,-0.002059645,0.008131688,0.35859274,0.016234258,0.793421048,0.037611093,-0.115942317
-0.430391709,-0.18207659,-0.367090503,-0.242602612,-0.24205339,0.020128478,0.036269321,0.035532931,0.025548467,0.034986548,-0.353740896,-0.127641564,-0.126171977,-0.127191382,-0.312417722,-0.022111263,-0.473335361,-0.333302296,0.035266363,0.034907224,-0.397057156,-0.88202108,-0.134393948,-0.472074357,-0.335969838,-0.537180641,-0.013538259,-0.944519852,-1.825447393,-0.360200816,-1.561073174,-0.466697097,-0.357900774,-0.00260175,0.00117343,-0.022945688,-0.09771513,-0.242452454,0.007022172,-0.293921606
0.661387217,0.455525702,0.586529275,-0.463013817,-0.462667499,0.022998622,0.026338763,0.025187932,-0.004526126,0.025099112,0.269721417,-0.20358064,-0.20189869,-0.202900929,0.189166985,-0.022111262,0.36694636,0.214317272,0.023067486,0.022758563,-0.333015294,-0.194100293,-0.025282559,0.37175837,0.244727899,-0.16740912,-0.013538258,-0.550112719,-0.757515825,0.256754814,-0.306121946,-0.26150222,-0.181948225,-0.005379049,0.007995114,0.001844858,0.509822596,-0.463041883,0.128211964,-0.162496925
0.254771605,0.177448831,0.163853115,1.835494712,1.837956971,0.026107283,0.030073751,0.027293474,-0.004722978,0.02755071,0.303319925,-0.421438647,-0.419147458,-0.420100446,-0.084168501,-0.022111263,0.011442555,-0.050288822,0.029467455,0.029132186,-0.17976485,-0.575350891,-0.27625975,-0.004820813,-0.049057051,-0.245329252,-0.013538259,-0.25061725,-0.698080972,0.278611633,-0.363443557,-0.152406442,-0.258329557,-0.002849287,0.008210859,-0.248174376,0.274660516,1.835331351,0.073310135,-0.240987695
0.336414897,0.127263361,0.378655754,0.725648688,0.727089254,0.024851098,0.027926868,0.026606128,-0.006035324,0.026983398,0.076949978,-0.313132095,-0.311143785,-0.312121257,-0.030628561,-0.022111263,0.046699131,-0.054890667,0.042318426,0.041930256,-0.465460787,0.289002655,-0.038720267,0.049229375,-0.038994241,-0.260596757,-0.013538259,-0.970560828,-0.830945496,0.087444292,-0.155871776,-0.461621357,-0.046753016,-0.005974516,0.008643923,-0.098432285,0.173084501,0.725478992,0.077677692,-0.035471593
-0.24629409,-0.161508774,-0.276145838,-0.024024349,-0.02327391,0.020963284,0.022603776,0.022360241,-0.007238307,0.02185733,-0.439522086,-0.042988167,-0.041755313,-0.042793856,-0.298328264,-0.022111263,-0.194220803,-0.284982922,0.017495393,0.017209407,-0.398649548,1.53405023,0.880362967,-0.192372014,-0.283201447,-0.013989315,-0.013538259,-0.633310567,-0.317386252,-0.422377117,-1.08601593,-0.101417722,0.304106034,-0.003056346,0.006371577,0.994649977,-0.211188491,-0.023962616,0.003864813,0.595397658
0.131506243,0.103404694,0.095428081,-0.255433202,-0.254895792,0.022704452,0.024280109,0.024178664,-0.008288184,0.023883444,-0.316992527,-0.435132579,-0.432803095,-0.433752987,-0.050353802,-0.022111262,0.155406906,-0.08480266,0.023022123,0.022713387,-0.534522146,1.265226815,0.594041804,0.160578671,-0.070900711,0.379148936,-0.013538259,-1.383883401,-0.393333322,-0.307309844,0.280636438,-0.779288559,0.472980688,-0.007639339,0.008132003,0.161350186,0.050370924,-0.25560411,0.084271002,0.396590174
