"y1","x13","x16","x31","x32","x33","x34","x35","x36","x39","x42","x45","x48","x49","x50","x52","x55","x56","x57","x59","x61","x62","x63","x64","x65","x67","x68","x69","x70","x72","x74","x75","x80","x83","x84","x85","x87","x88","x89","x90","x92","x93","x95"
0,0.46844317,0.175129577,0.263991266,0.386908088,0.007219946,0.004172245,0.632451953,0.008354991,0.005065166,0.102113766,0.229385307,0.000277056,0.000199715,0.058225806,0.401754822,0.221159768,0.338067681,0.012801285,0.000774571,0.353137431,0.278048746,0.00709887,0.582704721,0.733185251,0.018478626,0.935009282,0.002318045,0.0200028,3.19e+08,6.03e+08,0.671572557,0.643642036,0.314693394,0.040083663,0,0.004238395,0.623338864,0.598344964,0.840954676,0.027637049,0.567398598,0.025953223
0,0.465163601,0.176478025,0.2636921,0.378497448,0.013358461,0.008200383,0.631267722,0.003253723,0.005191807,0.102757015,0.11844078,40300000,0.000136926,0.026451613,0.393252075,0.249596686,0.386907211,0.093503139,0.009000166,0.348128382,0.277320828,0.013225565,0.653827592,0.735200728,0.001772228,0.933563971,0.002242858,0.087295963,8.05e+09,8.49e+09,0.671578992,0.652471662,0.315775233,0.021936861,0,0.001521377,0.623762891,0.636255941,0.840455976,0.026924264,0.565722078,0.049622455
0,0.488241363,0.189119717,0.263909675,0.379382288,0.026719417,0.022852523,0.630623553,0.004424625,0.005329014,0.101169248,0.053973013,0.000141967,9e+09,0.017580645,0.398317541,0.157050073,0.176667365,0.031924086,0.013033331,0.350828615,0.277067799,0.009948232,0.112001616,0.734286174,0,0.93976514,0.002293048,0.023529483,0.000118963,6.46e+09,0.671547159,0.626864079,0.31234026,0.010940728,0,0.014039384,0.623922383,0.622177191,0.840638613,0.026793778,0.565170865,0.039507005
0,0.470644087,0.185453626,0.264082181,0.386777691,0.015759077,0.012931588,0.630982795,0.004728294,0.005379821,0.107422607,0.173913043,0.000156107,0.000309408,0.038387097,0.397910495,0.488012595,0.57143839,0.139413215,0.010744401,0.358478639,0.277122025,0.00744539,0.635653532,0.737989359,0,0.937920805,0.002322076,0.033490378,0.000111245,8.81e+09,0.671591772,0.682822774,0.320216463,0.018612943,0,0.000935478,0.623995879,0.607441437,0.84131147,0.02688993,0.565589111,0.037680086
0,0.470652475,0.176983692,0.264636999,0.387429678,0.007162536,0.005050612,0.63223723,0.008955945,0.005038164,0.110036315,0.125937031,0.000137955,0.000102127,0.038387097,0.394009633,0.230240983,0.297345666,0.038272303,0.00260549,0.354722985,0.277744385,0.004858957,0.49786057,0.73302973,0.023430744,0.936223802,0.00226913,0.056786552,6.59e+09,3.15e+09,0.67157328,0.644473458,0.314851097,0.040394784,0,0.001829758,0.623717727,0.618933171,0.841234474,0.02756541,0.5672891,0.024914605
0,0.464264446,0.184400152,0.263950082,0.386665922,0.005166287,0.004563393,0.634338913,0.017036449,0.005026735,0.109148794,0.082458771,0.000147126,0.00010591,0.033548387,0.396338844,0.387480963,0.419117901,0.20786639,0.007405721,0.347034801,0.276574664,0.001586651,0.734713579,0.729973923,0.010287691,0.938561233,0.002245935,0.02305698,0.000196857,0.000281296,0.671578887,0.649228568,0.316243871,0.055242675,0,0.018753173,0.623486236,0.60950797,0.840325896,0.029363911,0.568730146,0.018005125
0,0.464603306,0.172896212,0.264135021,0.390736187,0.005716051,0.004270812,0.633345776,0.017411248,0.004997786,0.113830671,0.184407796,0.000145024,0.000186855,0.069193548,0.398046177,0.345390361,0.456763728,0.017860839,0.000643438,0.34765713,0.273255485,0.004215829,0.720920345,0.73135572,0.012326171,0.933883562,0.002274344,0.02884647,6.92e+09,1.03e+09,0.671572528,0.643445729,0.314705798,0.050170651,0,0.000830379,0.623481611,0.602951508,0.841046745,0.028206124,0.56804294,0.017839201
0,0.466873003,0.161307994,0.263909675,0.380760776,0.006329465,0.004348168,0.628951316,0.008984215,0.005272201,0.093906232,0.04197901,6.74e+09,6.2e+09,0.017419355,0.390855024,0.102841764,0.149192509,0.014953766,0.001762148,0.345450817,0.279715691,0.005551037,0.280213729,0.732118864,0.046858222,0.923742746,0.002098267,0.029878824,9.36e+09,3.63e+09,0.671575051,0.644398384,0.314837673,0.04550392,0,0.005886934,0.623654633,0.611760575,0.837925614,0.026415313,0.56237711,0.024868729
0,0.471058437,0.179217058,0.26397184,0.384495734,0.005563789,0.004628896,0.631321489,0.004138283,0.005051262,0.108407836,0.109445277,0.000246675,9.53e+08,0.026290323,0.395502137,0.180028692,0.196759064,0.026006422,0.002078155,0.360232526,0.276034241,0.001804358,0.669032964,0.73169839,0.009797086,0.942045501,0.002284709,0.053100818,6.3e+09,2.61e+09,0.671570119,0.640119881,0.3141851,0.051481376,0,0.001192833,0.623712205,0.62654338,0.841187895,0.026924486,0.565722915,0.041464966
0,0.495880828,0.182630315,0.264281107,0.390475392,0.021880743,0.012717611,0.630964987,0.001275773,0.005196089,0.111575228,0.148425787,8.96e+08,0.000160378,0.027580645,0.403190792,0.28056936,0.442775457,0.106296004,0.014550059,0.437755886,0.277244487,0.022141515,0.936614641,0.736094529,0,0.943096297,0.002505647,0.021203559,7.24e+09,7.84e+09,0.671569021,0.637185003,0.313953509,0.013393307,0,0.000703131,0.624307654,0.609732635,0.841854182,0.02685216,0.565433399,0.104842365
0,0.473888428,0.177952889,0.264080627,0.386423755,0.015599951,0.007893453,0.631503678,0.003978698,0.005347813,0.097138763,0.103448276,6.02e+09,0.0001339,0.025806452,0.392867642,0.219245901,0.407488217,0.007991229,0.000850943,0.360145349,0.277367591,0.01954728,0.511606556,0.736007061,0.006932938,0.937685848,0.00236163,0.020951194,8.03e+09,8.21e+08,0.67156063,0.628234571,0.312596553,0.018802183,0,0.001225311,0.623910165,0.602027036,0.841115993,0.027066721,0.56620058,0.0426819
1,0.460246764,0.156209178,0.263455098,0.369136768,0.00429203,0.001933905,0.629275284,0.025951358,0.005003014,0.098547397,0.214392804,0.000128401,0.000384301,0.091935484,0.394100088,0.316573275,0.469679801,0.008266417,0.000221174,0.337687538,0.276486186,0.004139128,0.865215748,0.724531115,0.001554113,0.908947698,0.002083504,0.053089553,5.43e+09,4.23e+08,0.671566922,0.629328601,0.309716168,0.065815853,0,0.003010609,0.623182971,0.599110129,0.831976032,0.026471873,0.562976865,0.015348595
1,0.458983585,0.145505878,0.263748825,0.370291718,0.00212355,0.001388669,0.64852365,0.030692419,0.004879739,0.091911346,0.064467766,0.000116172,4.84e+09,0.037419355,0.389814794,0.105993835,0.172224525,0.011060914,0.000415664,0.336370895,0.276849113,0.002469446,0.586269037,0.718087877,0.027677719,0.868460717,0.002162379,0.022401707,6.42e+09,1.87e+09,0.671576937,0.64648698,0.316005968,0.12488271,0,0.00163072,0.62187648,0.599983644,0.838258502,0.024885858,0.576472531,0.014561571
0,0.46320928,0.158695377,0.265442805,0.382455944,0.003358492,0.002473527,0.635145409,0.021491168,0.004968782,0.102423177,0.103448276,0.000164323,0.000146004,0.047903226,0.394100088,0.227059469,0.269992608,0.02307052,0.000846474,0.344295202,0.276840068,0.001789653,0.660830815,0.724543977,0.004227525,0.908330179,0.002230174,0.055344203,8.13e+09,2.32e+09,0.671571509,0.641914018,0.314250138,0.082666072,0,0.015252473,0.623562109,0.618863898,0.840052355,0.174090904,0.570161349,0.016403931
0,0.464459039,0.177025831,0.264022348,0.37847882,0.008700753,0.00669256,0.631549568,0.005973062,0.005562523,0.10308271,0.220389805,0.000275336,0.000500045,0.047580645,0.395909183,0.341625721,0.408880089,0.006430036,0.000386364,0.347232553,0.27729502,0.004558196,0.708765824,0.734300444,0.0085836,0.93747354,0.002348642,0.026124487,5.88e+09,3.26e+08,0.671570987,0.639589148,0.314051052,0.033441832,0,0.009773677,0.623809646,0.601169105,0.841431598,0.027118794,0.566350913,0.032085741
0,0.465754091,0.185875016,0.26397184,0.381068142,0.011385924,0.009680132,0.631230737,0.002449411,0.005450065,0.093197844,0.137931034,0.000297692,0.000228462,0.027741935,0.391024626,0.344784958,0.380131168,0.1099419,0.009212857,0.352842459,0.277113147,0.003881259,0.928238938,0.734506997,0,0.937101764,0.002269939,0.029797683,9.98e+09,8.84e+09,0.67156397,0.629533297,0.312978148,0.025690359,0,0.000784802,0.623908332,0.603473885,0.840451101,0.027003182,0.566000432,0.061886603
0,0.463652148,0.174033964,0.26397184,0.376550799,0.010821183,0.007094937,0.63249476,0.006609581,0.005451567,0.108204276,0.389805097,0.000253363,0.000810209,0.081129032,0.395762194,0.480039533,0.622632302,0.009640278,0.000472725,0.346264602,0.277269769,0.007419448,0.821980678,0.737300793,0.002895401,0.934730337,0.002259819,0.040701109,4.19e+09,2.64e+08,0.671572354,0.643199374,0.314609647,0.027009776,0,0.005123568,0.62389792,0.599106615,0.840608632,0.027676969,0.56745611,0.030023557
0,0.466757253,0.180186254,0.264026233,0.375777728,0.006622132,0.004129824,0.631589636,0.006472793,0.005889163,0.096096536,0.071964018,0.00017101,0.000170212,0.021612903,0.392596278,0.060887681,0.091643379,0.001818174,0.000354145,0.344030374,0.278683137,0.006032422,0.197133509,0.732100099,0.101679047,0.938233789,0.00231643,0.030237273,3.23e+09,28900000,0.671572304,0.642934308,0.314567046,0.043569973,0,0.080005795,0.62370882,0.614277214,0.841252149,0.027114608,0.566339248,0.030431234
0,0.463940683,0.166111837,0.26349939,0.379633769,0.006099825,0.003461691,0.628333174,0.008127012,0.005406739,0.097106193,0.064467766,5.27e+09,0.000105153,0.020483871,0.393206847,0.124182432,0.218097184,0.034649948,0.002735428,0.344159651,0.285606868,0.007275602,0.449342593,0.732034174,0.031533546,0.927407109,0.002185512,0.044445132,8.15e+09,6.21e+09,0.671582871,0.650558827,0.31590955,0.047146168,0,0.007562958,0.623631036,0.622697745,0.839028885,0.026385277,0.562016229,0.026387357
0,0.463568271,0.167502423,0.263844402,0.378860698,0.009493262,0.005765533,0.63401289,0.009039842,0.005250622,0.100794698,0.103448276,8.12e+08,0.000167186,0.030967742,0.397865268,0.21637351,0.336908311,0.042104213,0.003328671,0.343486022,0.277494884,0.00952709,0.424410307,0.734718521,0.016531425,0.930539498,0.002241368,0.026885666,7.98e+09,4.36e+09,0.671565743,0.634731523,0.313047165,0.030711116,0,0.007307566,0.623731222,0.607041508,0.840205746,0.028425545,0.568218589,0.024780878
0,0.467552402,0.172179849,0.264065086,0.379475429,0.019165619,0.011513599,0.633241325,0.004358967,0.005269309,0.096918918,0.146926537,0.000120949,0.000186855,0.033225806,0.393240768,0.235861818,0.372859122,0.055163022,0.007846192,0.347423923,0.277259971,0.019425772,0.355819644,0.7362294,0.009956537,0.932102119,0.002246707,0.022711197,5.8e+09,3.97e+09,0.671566551,0.632605929,0.313142716,0.015303614,0,0.004593395,0.623961842,0.600876397,0.840192796,0.029087604,0.568609256,0.03993517
0,0.471709318,0.177110109,0.263811766,0.379484743,0.016869838,0.012083789,0.632810167,0.003403277,0.005169226,0.094639048,0.088455772,0.00015133,8.09e+09,0.022258065,0.391363832,0.233810832,0.282635083,0.025434432,0.004185023,0.352231644,0.277134163,0.008970362,0.363594538,0.734779649,0.016820574,0.934363318,0.002295431,0.014152417,0.000102166,3.05e+09,0.671573638,0.644374223,0.314751487,0.017390013,0,0.003424982,0.623089158,0.598440277,0.840385757,0.028872766,0.56850055,0.047959942
0,0.469151087,0.174876744,0.264144346,0.386135017,0.008481721,0.005322607,0.631229024,0.006145414,0.005503346,0.113651538,0.122938531,8.41e+09,0.000231488,0.03016129,0.407464779,0.190353483,0.279577582,0.004233507,0.000360167,0.352201555,0.277561367,0.00768929,0.4873333,0.733482749,0.02285184,0.932853038,0.002293237,0.053386544,6.36e+09,4.06e+08,0.671572665,0.643425083,0.314643584,0.034282255,0,0.007173155,0.623729409,0.625326635,0.841573617,0.026907691,0.565658865,0.031485359
0,0.461857192,0.185074375,0.264071303,0.375656645,0.005397799,0.003651962,0.631236901,0.002790469,0.006381208,0.095347436,0.019490255,6.52e+09,6.66e+09,0.011612903,0.392471902,0.114648343,0.142535794,0.054515238,0.005767471,0.341595302,0.275815177,0.00321636,0.663763741,0.731702194,0.013724605,0.942100288,0.002513785,0.009311912,0.000256724,0.000307945,0.671585554,0.645965104,0.314936619,0.052989493,0,0.013697704,0.622973614,0.604409972,0.840978536,0.027016825,0.566045079,0.055857782
0,0.46673209,0.186970629,0.263699093,0.377975858,0.011685455,0.005565281,0.631308475,0.003795402,0.005965636,0.107243474,0.107946027,6.13e+09,0.000283687,0.025,0.397401687,0.246683999,0.378632073,0.049665261,0.004285039,0.351270075,0.277360374,0.011414784,0.656217027,0.734876803,0.008020276,0.945429866,0.002300537,0.042633752,9.18e+09,5.13e+09,0.671585738,0.659746972,0.316789254,0.025041042,0,0.002623154,0.623780168,0.618177809,0.841197467,0.0269856,0.565941458,0.044195081
0,0.466916618,0.178964224,0.264240701,0.384244253,0.006009966,0.003237108,0.631594088,0.007982929,0.005070895,0.112096341,0.230884558,0.000198907,0.000214089,0.056290323,0.41638588,0.20799927,0.340455976,0.018552171,0.000935597,0.352671776,0.2943653,0.006619774,0.719487798,0.731997446,0.012050167,0.938496381,0.002420103,0.018240739,3.05e+09,8.95e+08,0.671573402,0.645890343,0.315083273,0.047820571,0,0.004076308,0.622494423,0.600343193,0.841802241,0.027130516,0.566383205,0.026673956
0,0.468025465,0.174413215,0.264149785,0.383741291,0.010436161,0.006854135,0.631025602,0.004079009,0.005174121,0.105028743,0.127436282,4.78e+09,0.000146761,0.028225806,0.393715655,0.267970699,0.389212968,0.084808266,0.006379642,0.355067082,0.277374691,0.009266054,0.718722702,0.734631403,0.002258626,0.935180058,0.00225333,0.084879324,8.55e+09,7.58e+09,0.671572122,0.642674915,0.314531878,0.027989221,0,0.001521113,0.623751686,0.635717638,0.84082036,0.026877363,0.565538444,0.041905813
0,0.487182842,0.187097046,0.264050322,0.378748929,0.021259216,0.017748884,0.630616704,0.004282366,0.005342529,0.102634879,0.052473763,0.000164514,8.93e+09,0.017419355,0.400658058,0.105126038,0.121528693,0.008047887,0.003746093,0.349408086,0.277089004,0.009008054,0.098632712,0.733431042,0,0.94055514,0.002307992,0.023460446,7.93e+09,1.65e+09,0.67155497,0.631973383,0.313063987,0.013788045,0,0.012883194,0.623854909,0.624317901,0.840770515,0.026792271,0.565163703,0.040449897
0,0.468696476,0.185200792,0.263987381,0.382558399,0.016698856,0.014383265,0.630916357,0.004653517,0.005434242,0.112055629,0.191904048,0.000224511,0.000368414,0.040483871,0.400680672,0.552129742,0.597730926,0.13360494,0.010425035,0.354695224,0.277064873,0.004989384,0.634136151,0.738453725,0,0.937669899,0.002298718,0.043792261,0.000114504,7.67e+09,0.671572209,0.642729946,0.314538153,0.017567908,0,0.000886674,0.624017467,0.608863792,0.841274522,0.026862286,0.565476168,0.038105212
0,0.471281548,0.178753529,0.263942311,0.386861518,0.007109494,0.005068704,0.631849564,0.008422473,0.005035356,0.116704936,0.131934033,0.00012821,0.000108179,0.036774194,0.395038556,0.242457571,0.318155893,0.051390454,0.003251376,0.35732677,0.277811069,0.005051334,0.554221508,0.733028924,0.017907995,0.937543557,0.002270799,0.058327857,6.96e+09,4.22e+09,0.671576198,0.649071687,0.315666111,0.040686295,0,0.001675211,0.623711014,0.620940727,0.84128167,0.027169552,0.566486947,0.025829305
0,0.460268572,0.185411487,0.264047214,0.37183786,0.005312932,0.004405561,0.63399611,0.0192287,0.005029738,0.104157506,0.071964018,0.000150374,8.62e+09,0.032258065,0.394868954,0.41925756,0.44796313,0.09986268,0.003421582,0.338171621,0.276515318,0.001474996,0.733957297,0.730144408,0.01017897,0.939119704,0.002259442,0.022561731,0.000249781,0.000157118,0.671522374,0.601877719,0.302722319,0.05379309,0,0.018858531,0.62353563,0.61020212,0.840598891,0.028758633,0.568436518,0.017125137
0,0.463714216,0.172516961,0.263970285,0.38564137,0.005530092,0.004202189,0.633433789,0.015091329,0.00497743,0.111404237,0.16041979,0.000146553,0.000153569,0.057096774,0.39757129,0.35218295,0.447641681,0.008639337,0.000307647,0.346046217,0.275231457,0.003649804,0.768376915,0.730963513,0.009673694,0.932966188,0.00226804,0.030003088,8.18e+09,5.69e+08,0.67156991,0.638240962,0.313410109,0.051783386,0,0.000717098,0.623489272,0.6045643,0.840860319,0.028520302,0.568285889,0.01899811
0,0.464326514,0.159538157,0.264344049,0.379736224,0.00394757,0.002901482,0.617627841,0.009931697,0.005233937,0.098303125,0.046476762,8.33e+09,6.43e+09,0.019032258,0.394552362,0.095486646,0.131194687,0.014188683,0.001211042,0.344034207,0.276667209,0.003151635,0.373856585,0.730386435,0.045595106,0.9211574,0.002183842,0.028967961,8.39e+09,3.34e+09,0.671571666,0.642581731,0.314498719,0.071173171,0,0.005375904,0.623539898,0.619402912,0.839285132,0.02574873,0.19863179,0.023491356
0,0.471050049,0.179427753,0.263974171,0.384197683,0.004952247,0.00426083,0.631300941,0.004109102,0.005056379,0.111159965,0.104947526,0.000332658,8.85e+09,0.025483871,0.39653106,0.187122295,0.198492062,0.033585921,0.002383786,0.36278449,0.276724586,0.001268551,0.758933046,0.731279326,0.003738549,0.941752414,0.002283234,0.04929908,6.81e+09,3.47e+09,0.671575115,0.64645324,0.315043261,0.057507852,0,0.001088206,0.623689479,0.626413326,0.841074766,0.026953884,0.565830777,0.041680209
0,0.468896102,0.178669251,0.26364703,0.382362803,0.014818675,0.010421254,0.631138615,0.00194968,0.005257407,0.108098425,0.136431784,9.52e+09,0.0001513,0.026451613,0.402523688,0.327415425,0.430009879,0.114842024,0.011028814,0.362353433,0.277201915,0.010387252,0.961793729,0.735445478,0,0.937410454,0.00234534,0.024983799,9.93e+09,9.67e+09,0.671578675,0.652728474,0.315678315,0.019789517,0,0.000729497,0.624307027,0.609287662,0.840991944,0.026911796,0.565674689,0.074265998
0,0.467102824,0.179385614,0.26390035,0.38156179,0.010818063,0.006195359,0.631356077,0.00426048,0.00556294,0.098531112,0.095952024,5.77e+08,0.000167943,0.023870968,0.39377219,0.225298321,0.382419005,0.00884665,0.000701192,0.352099142,0.27746306,0.01227516,0.661626865,0.734750229,0.002987019,0.936300905,0.002379095,0.015704432,9.66e+09,1.05e+09,0.671572916,0.643606211,0.314658902,0.027016807,0,0.00121048,0.623755066,0.603586316,0.840973026,0.026991378,0.56596102,0.040601054
